type,udc_id,gen_id,name,resource_name,bus_id
GEN,NCPA,UKIAH_7_LAKEMN,UKIAH LAKE MENDOCINO HYDRO,CITYUKH_1_N001,38020_CITY UKH_115_GULM
GEN,PGAE,CLRKRD_6_COALCN,COAL CANYON HYDRO,CLARKRD_7_N002,31705_CLARK RD_12.0_GUCC
GEN,PGAE,CLRKRD_6_LIMESD,Lime Saddle Hydro,CLARKRD_7_N003,31705_CLARK RD_12.0_GULS
GEN,PGAE,CLRMTK_1_QF,SMALL QF AGGREGATION - OAKLAND,CLARMNT_1_N028,32780_CLARMNT _115_GUM1
GEN,SCE,CORONS_2_SOLAR,Master Development Corona,CLEARGEN_6_N004,24230_CLEARGEN_66.0_GUS1
GEN,SCE,CORONS_2_SOLAR2,Quarry Corona,CLEARGEN_6_N005,24230_CLEARGEN_66.0_GUS2
GEN,PGAE,USWND2_1_WIND1,Golden Hills A,CLLCTR2A_7_N001,39901_GLDHGNAB_34.5_GUA
GEN,PGAE,USWND2_1_WIND2,Golden Hills B,CLLCTR2B_7_N001,39901_GLDHGNAB_34.5_GUB
GEN,PGAE,CLOVER_2_UNIT,Clover Creek,CLOVER_6_N001,31873_CLOVER  _60.0_GU1
GEN,PGAE,CLOVDL_1_SOLAR,Cloverdale Solar I,CLOVRDLE_7_N001,31209_CLOVRDLE_12.0_GU1
GEN,PGAE,CLOVDL_1_SOLAR1,Cloverdale Solar South,CLOVRDLE_7_N003,31209_CLOVRDLE_12.0_GUs1
GEN,PGAE,CAMPFW_7_FARWST,CAMP FAR WEST HYDRO,CMPFARW_7_B1,32470_CMP.FARW_ 4.2_GU1
GEN,PGAE,CNTRVL_6_UNIT,Centerville,CNTRVL12_7_N002,31838_CNTRVL12_ 2.3_GU1
TG,SCE,COLGNS_2_CNSSR1,ColGreen North Shore ,COACHELV_2_N101,N/A
TG,SCE,MIDWYS_2_MIDSL1,Midway Solar Farm,COACHELV_2_N101,N/A
TG,SCE,RAMON_2_SCEDYN,RAMON_2_SCEDYN,COACHELV_2_N101,N/A
TG,SCE,ZES1_MIR2_I_VER_SG2,ZES1_MIR2_I_VER_SG2,COACHELV_2_N101,N/A
GEN,PGAE,COGNAT_1_UNIT,Stockton Biomas,COGNTNL_7_B1,33818_COG.NTNL_12.0_GU1
GEN,SCE,CAMLOT_2_SOLAR3,Yakima,COLCT234_7_N001,29657_COLCT234_34.5_GUG2
GEN,SCE,CAMLOT_2_SOLAR1,Camelot,COLCT334_7_N001,29660_COLCT334_34.5_GUG3
GEN,PGAE,COLEMN_2_UNIT,Coleman,COLEMAN_7_B1,31906_COLEMAN _ 6.6_GU1
GEN,PGAE,COLGAT_7_UNIT 1,Colgate Powerhouse Unit 1,COLGATE1_7_B1,32450_COLGATE1_13.8_GU1
GEN,PGAE,COLGAT_7_UNIT 2,Colgate Powerhouse Unit 2,COLGATE2_7_B1,32452_COLGATE2_13.8_GU2
GEN,PGAE,COLPIN_6_COLLNS,COLLINS PINE,COLLINS_7_N002,31894_COLLINS _12.0_GU1
GEN,PGAE,COLNG1_7_DR2,CALIFORNIA PISTACHIO LLC,COLNGA1_6_N006,34574_COLNGA 1_70.0_GUM1
GEN,PGAE,COLGA1_6_SHELLW,COALINGA COGENERATION COMPANY,COLNGAGN_7_B1,34654_COLNGAGN_13.8_GU1
GEN,PGAE,COLUSA_2_PL1X3,Colusa Generating Station,COLUSA_2_PL1X3-APND,N/A
GEN,NCPA,COLVIL_7_PL1X2,COLLIERVILLE HYDRO UNIT 1 & 2 AGGREGATE,COLVIL_7_PL1X2-APND,N/A
GEN,SCE,CONTRL_1_OXBOW,OXBOW GEOTHERMAL CORPORATION,CONTROL_1_N034,24723_CONTROL _115_GUOX
GEN,SCE,CONTRL_7_CREST,SCE CONTRL_7_CREST,CONTROL_7_N021,24722_CONTROL _55.0_GUM1
GEN,SCE,CONTRL_1_QF,CONTROL QFS,CONTROLX_1_N002,24045_CONTROLX_115_GUQF
GEN,SCE,CONTRL_1_LUNDY,LUNDY,CONTROLX_1_N003,24045_CONTROLX_115_GULD
GEN,SCE,CONTRL_1_POOLE,POOLE HYDRO PLANT 1,CONTROLX_1_N004,24045_CONTROLX_115_GUPL
GEN,SCE,CONTRL_1_RUSHCK,RUSH CREEK,CONTROLX_1_N005,24045_CONTROLX_115_GURC
GEN,SCE,CONTRL_1_CASAD1,Mammoth G1,CONTROLX_1_N008,24045_CONTROLX_115_GU1
GEN,SCE,CONTRL_1_CASAD2,Mammoth G2,CONTROLX_1_N009,24045_CONTROLX_115_GU2
GEN,SCE,CONTRL_1_CASAD3,Mammoth G3,CONTROLX_1_N010,24045_CONTROLX_115_GU3
GEN,SCE,COPMTN_2_SOLAR1,Copper Mountain 48,COPPERMT_6_GN001,18624_COPPERMT_34.5_GUS1
GEN,SCE,COPMTN_2_CM10,Copper Mountain 10,COPPERMT_7_N002,18624_COPPERMT_34.5_GUS2
GEN,PGAE,CORCAN_1_SOLAR2,Corcoran City,CORCCITY_7_N002,34433_CORCCITY_12.5_GUCC
GEN,PGAE,CORCAN_1_SOLAR1,CID Solar,CORCORAN_7_N001,34421_CORCORAN_12.5_GUWD
GEN,PGAE,WAUKNA_1_SOLAR2,Corcoran 2,CORCRAN2_7_N001,34677_CORCRAN2_34.5_GU1
GEN,RVSD,CORONS_6_CLRWTR,Clearwater Power Plant,CORONS_6_CLRWTR-APND,N/A
GEN,PGAE,CORRAL_6_SJOAQN,Ameresco San Joaquin,CORRAL1_6_N002,33641_CORRAL1 _60.0_GU1
GEN,PGAE,COTTLE_2_FRNKNH,Frankenheimer Power Plant,COTTLE_7_N002,38349_COTTLE  _17.0_GUF
GEN,PGAE,CTNWDP_1_QF,SMALL QF AGGREGATION - BURNEY,COTWDPGE_1_N024,31464_COTWDPGE_115_GUM1
GEN,PGAE,COVERD_2_QFUNTS,COVE ROAD HYDRO QF UNITS,COVERD_7_B1,31846_COVE_RD _13.8_GUQF
GEN,PGAE,COVERD_2_HCKHY1,HATCHET CREEK,COVERD_7_N002,31846_COVE_RD _13.8_GUHC
GEN,PGAE,COVERD_2_RCKHY1,ROARING CREEK,COVERD_7_N004,31846_COVE_RD _13.8_GURC
GEN,PGAE,COVERD_2_MCKHY1,Montgomery Creek Hydro,COVERD_7_N005,31846_COVE_RD _13.8_GUMC
GEN,PGAE,COWCRK_2_UNIT,Cow Creek Hydro,COWCREEK_6_N001,31593_COWCREEK_60.0_GU1
GEN,SDGE,BORDER_6_UNITA1,CalPeak Power Border Unit 1,CPBORDER_7_B1,22149_CPBORDER_13.8_GU1
GEN,PGAE,STOKCG_1_UNIT 1,STOCKTON COGEN CO.,CPCSTCN_7_B1,33814_CPC STCN_12.5_GU1
GEN,SDGE,ELCAJN_6_UNITA1,Cuyamaca Peak Energy Plant,CPELCAJN_7_B1,22150_CPELCAJN_13.8_GU1
GEN,SDGE,ESCNDO_6_PL1X2,MMC Escondido Aggregate,CPESCNDO_7_A1,22257_RAMCO_ES_13.8_GUA1
GEN,SDGE,ESCNDO_6_UNITB1,CalPeak Power Enterprise Unit 1,CPESCNDO_7_B1,22153_CPESCNDO_13.8_GU1
TG,PGAE,PWRX_CRAG_I_AS_CERT01,PWRX_CRAG_I_AS_CERT01,CRAGVIEW_1_GN001,N/A
GEN,PGAE,CRNEVL_6_SJQN 3,SAN JOAQUIN 3,CRANEVLY_6_N002,34259_CRANEVLY_70.0_GUS3
GEN,PGAE,CRNEVL_6_CRNVA,Crane Valley ,CRANEVLY_6_N003,34259_CRANEVLY_70.0_GUCV
GEN,PGAE,CROKET_7_UNIT,CROCKETT COGEN,CRCKTCOG_7_N001,32900_CRCKTCOG_18.0_GU1
GEN,PGAE,LMBEPK_2_UNITA2,"Creed Energy Center, Unit #1",CREEDGT1_7_GN001,32175_CREEDGT1_13.8_GU2
GEN,PGAE,CRESSY_1_PARKER,PARKER POWERHOUSE,CRESSEY_1_N003,34140_CRESSEY _115_GU1
GEN,PGAE,CRESTA_7_PL1X2,CRESTA PH UNIT 1 & 2 AGGREGATE,CRESTA_7_PL1X2-APND,N/A
GEN,PGAE,CRWCKS_1_SOLAR1,Crow Creek Solar 1,CRWCRKGN_7_N001,34051_CRWCRKGN_34.5_GUS1
GEN,NCPA,CONTAN_1_UNIT,Graphic Packaging Cogen,CSCCCA_7_B2,36856_CSC_CCA _13.8_GU1
GEN,NCPA,CSCCOG_1_UNIT 1,SANTA CLARA CO-GEN,CSCCOG_6_N001,36832_CSC COG._60.0_GU1
GEN,NCPA,CSCGNR_1_UNIT 1,GIANERA PEAKER UNIT 1,CSCGNRA1_7_N101,36860_CSCGNRA1_13.8_GU1
GEN,NCPA,CSCGNR_1_UNIT 2,GIANERA PEAKER UNIT 2,CSCGNRA2_7_N101,36859_CSCGNRA2_13.8_GU2
GEN,PGAE,CSTRVL_7_QFUNTS,Castroville QF Aggregate,CSTRVLLE_1_N003,35924_CSTRVLLE_115_GUQF
GEN,PGAE,CSTRVL_7_PL1X2,Marina Land Fill Gas,CSTRVLLE_1_N004,35924_CSTRVLLE_115_GUM1
GEN,PGAE,CSTRVL_7_LNDFL,Marina Land Fill Gas,CSTRVLLE_1_N005,35924_CSTRVLLE_115_GUM2
GEN,SCE,SNCLRA_2_UNIT,CSU-Channel Islands CIPower,CSUCISL_7_N001,99101_CSUC ISL_13.8_GU1
GEN,SCE,CENTER_6_PEAKER,Center Peaker,CTRPKGEN_7_B1,28308_CTRPKGEN_13.8_GUPK
GEN,PGAE,CURIS_1_QF,SMALL QF AGGREGATION - MERCED,CURTISS_1_N010,33916_CURTISS _115_GUM1
GEN,PGAE,CURTIS_1_CANLCK,Canal Creek Powerhouse,CURTISS_1_N102,34140_CRESSEY _115_GUM1
GEN,PGAE,CURTIS_1_FARFLD,Fairfield Powerhouse,CURTISS_1_N103,34138_EL CAPTN_115_GUM2
GEN,PGAE,CHEVCY_1_UNIT,CHEVRON USA (CYMRIC),CYMRIC_1_N004,34780_CYMRIC  _115_GU1
GEN,PGAE,SYCCRK_1_SOLAR1,2143 Dacy,DACYTAP_7_N001,31495_DACY TAP_12.0_GUDY
GEN,PGAE,DAIRLD_1_MD2BM1,Madera Digester Genset 2,DAIRYLND_1_N013,34154_DAIRYLND_115_GUM1
GEN,PGAE,DALYCT_1_FCELL,PGE San Francisco State Fuel Cell,DALYCTY_1_N016,33300_DALY CTY_115_GUFC
GEN,PGAE,DAIRLD_1_MD1SL1,Madera 1,DARYLDGN_7_N002,34151_DARYLDGN_12.5_GU1
GEN,PGAE,DAVIS_7_MNMETH,MM Yolo Power LLC,DAVIS_1_N018,31990_DAVIS   _115_GUM1
GEN,PGAE,DAVIS_1_SOLAR1,Grasslands 3,DAVIS_1_N029,31990_DAVIS   _115_GUMB
GEN,PGAE,DAVIS_1_SOLAR2,Grasslands 4,DAVIS_1_N030,31990_DAVIS   _115_GUMC
GEN,SCE,RSMSLR_6_SOLAR1,Rosamond One,DAWNLS_7_N001,29882_DAWNLS  _12.5_GUS1
GEN,PGAE,DEADCK_1_UNIT,DEADCK_1_UNIT,DEADWOOD_1_N001,31473_DEADWOOD_115_GU1
GEN,PGAE,DEERCR_6_UNIT 1,DEER CREEK,DEERCRK_7_B1,32474_DEER CRK_ 2.3_GU1
GEN,SCE,DELAMO_2_SOLRD,Golden Solar Building D,DELAMO_2_N050,24029_DELAMO  _230_GUD
GEN,SCE,DELAMO_2_SOLRC1,Golden Springs Building C1,DELAMO_2_N051,24029_DELAMO  _230_GUC1
GEN,SCE,DELAMO_2_SOLAR1,Golden Springs Building H,DELAMO_2_N060,24029_DELAMO  _230_GUH
GEN,SCE,DELAMO_2_SOLAR2,Golden Springs Building M,DELAMO_2_N061,24029_DELAMO  _230_GUM
GEN,SCE,DELAMO_2_SOLAR3,Golden Springs Building G,DELAMO_2_N071,24029_DELAMO  _230_GUGS
GEN,SCE,DELAMO_2_SOLAR4,Golden Springs Building F,DELAMO_2_N072,24029_DELAMO  _230_GUS4
GEN,SCE,DELAMO_2_SOLAR5,Golden Springs Building L,DELAMO_2_N073,24029_DELAMO  _230_GUS5
GEN,SCE,DELAMO_2_SOLAR6,Freeway Springs,DELAMO_2_N074,24029_DELAMO  _230_GUs6
GEN,SCE,DELSUR_6_CREST,Delsur Aggregate Solar Resources,DELSUR_6_CREST-APND,N/A
GEN,SCE,DELSUR_6_SOLAR1,Summer Solar North ,DELSUR_6_N008,24411_DEL SUR _66.0_GUSN
GEN,SCE,DELSUR_6_DRYFRB,Dry Farm Ranch B ,DELSURC1_7_N003,24341_DELSURC1_12.0_GUDF
GEN,SCE,DELSUR_6_BSOLAR,Central Antelope Dry Ranch B,DELSURC2_7_N003,24342_DELSURC2_12.0_GUBS
GEN,PGAE,DELTA_2_PL1X4,DELTA ENERGY CENTER AGGREGATE,DELTA_2_PL1X4-APND,N/A
GEN,CWRP,BANKPP_2_NSPIN,BANKPP_2_NSPIN,DELTAPMP_2_N008,38610_DELTAPMP_230_GUM1
GEN,PGAE,CHEVCO_6_UNIT 2,AERA ENERGY LLC. (COALINGA),DERRICK_6_N002,34653_DERRICK _70.0_GU2
GEN,PGAE,CHEVCO_6_UNIT 1,CHEVRON USA (COALINGA),DERRICK_6_N003,34653_DERRICK _70.0_GU1
GEN,PGAE,DSABLA_7_UNIT,De Sabla Hydro,DESABLA_7_B1,31898_DE SABLA_ 6.9_GU1
GEN,SCE,DEVERS_1_SEPV05,SEPV 5,DEVERS_1_N057,24805_DEVERS  _115_GUS5
GEN,SCE,DEVERS_2_DHSPG2,Desert Hot Springs 2,DEVERS_1_N081,24805_DEVERS  _115_GUD2
GEN,SCE,DEVERS_1_SOLAR2,SEPV9,DEVERS_1_N102,24805_DEVERS  _115_GUS9
GEN,SCE,DEVERS_1_SOLAR1,SEPV8,DEVERS_1_N103,24805_DEVERS  _115_GUS8
GEN,SCE,DEVERS_2_SOLAR3,Joshua Tree Solar,DEVERS_1_N111,24805_DEVERS  _115_GUS3
GEN,SCE,DEVERS_1_QF,DEVERS QFS,DEVERS_1_QF-APND,N/A
GEN,SCE,DEVERS_1_SOLAR,Cascade Solar,DEVERS_2_N072,24805_DEVERS  _115_GUS1
GEN,SCE,DEVERS_2_DHSPG1,Desert Hot Springs 1 (5612),DEVERS_2_N117,24804_DEVERS  _230_GUM1
GEN,PGAE,DEXZEL_1_UNIT,Western Power and Steam Cogeneration,DEXZEL_1_N001,34717_DEXZEL  _115_GU1
GEN,PGAE,PNOCHE_1_UNITA1,CalPeak Power Panoche Unit 1,DGPAN1_7_B1,34186_DG_PAN1 _13.8_GU1
GEN,PGAE,VACADX_1_UNITA1,CalPeak Power Vaca Dixon Unit 1,DGVADIX_7_B1,32150_DG_VADIX_13.8_GU1
GEN,PGAE,DIABLO_7_UNIT 1,Diablo Canyon Unit 1,DIABLO1_7_B1,36411_DIABLO 1_25.0_GU1
GEN,PGAE,DIABLO_7_UNIT 2,Diablo Canyon Unit 2,DIABLO2_7_B1,36412_DIABLO 2_25.0_GU2
GEN,PGAE,DINUBA_6_UNIT,DINUBA GENERATION PROJECT,DINUBAE_7_B2,34648_DINUBA E_13.8_GU1
GEN,PGAE,DISCOV_1_CHEVRN,CHEVRON USA (EASTRIDGE),DISCOVRY_7_N002,35062_DISCOVRY_13.8_GU1
GEN,SCE,DMDVLY_1_UNITS,DIAMOND VALLEY LAKE PUMP-GEN PLANT,DMDVLY_1_UNITS-APND,N/A
GEN,NCPA,DONNLS_7_UNIT,Donnells Hydro,DONNELLS_7_B1,34058_DONNELLS_13.8_GU1
GEN,PGAE,DOUBLC_1_UNITS,"DOUBLE ""C"" LIMITED",DOUBLEC_7_B1,34733_DOUBLE C_13.8_GU1
GEN,SCE,DRACKR_2_SOLAR2,Dracker Solar Unit 2,DRACKRS2_7_N002,24959_DRACKRS2_34.5_GUS2
GEN,SCE,DREWS_6_PL1X4,Drews Generating Plant,DREWS_6_PL1X4-APND,N/A
GEN,PGAE,DRUM_7_PL1X2,Drum PH 1 Units 1 & 2 Aggregate,DRUM_7_PL1X2-APND,N/A
GEN,PGAE,DRUM_7_PL3X4,Drum PH 1 Units 3 & 4 Aggregate,DRUM_7_PL3X4-APND,N/A
GEN,PGAE,DRUM_7_UNIT 5,DRUM PH 2 UNIT 5,DRUM5_7_B1,32454_DRUM 5  _13.8_GU5
GEN,SCE,PLAINV_6_DSOLAR,Western Antelope Dry Ranch ,DRYRANCH_7_N001,24997_DRYRANCH_34.5_GUDR
GEN,CWRP,DOSMGO_2_NSPIN,DOSMGO_2_NSPIN,DSAMIGO_2_N011,38615_DS AMIGO_230_GUM1
GEN,SCE,DSRTSL_2_SOLAR1,Desert Stateline,DSRTSL_2_SOLAR1-APND,N/A
GEN,SCE,DSRTSN_2_SOLAR1,Desert Sunlight 300,DSRTSN_2_SOLAR1-APND,N/A
GEN,SCE,DSRTSN_2_SOLAR2,Desert Sunlight 250,DSRTSN_2_SOLAR2-APND,N/A
GEN,PGAE,DUTCH1_7_UNIT 1,DUTCH FLAT 1 PH,DTCHFLT1_7_B1,32464_DTCHFLT1_11.0_GU1
GEN,PGAE,DUTCH2_7_UNIT 1,DUTCH FLAT 2 PH,DTCHFLT2_7_B1,32502_DTCHFLT2_ 6.9_GU1
GEN,NCPA,DUANE_1_PL1X3,DONALD VON RAESFELD POWER PROJECT,DUANE_1_PL1X3-APND,N/A
GEN,SCE,CEDUCR_2_SOLAR1,Ducor Solar 1,DUCORGN1_7_N001,24264_DUCORGN1_34.5_GUS1
GEN,SCE,CEDUCR_2_SOLAR2,Ducor Solar 2,DUCORGN2_7_N001,24267_DUCORGN2_34.5_GUS2
GEN,SCE,CEDUCR_2_SOLAR3,Ducor Solar 3,DUCORGN3_7_N001,24269_DUCORGN3_34.5_GUS3
GEN,SCE,CEDUCR_2_SOLAR4,Ducor Solar 4,DUCORGN4_7_N001,24271_DUCORGN4_34.5_GUS4
GEN,CWRS,DVLCYN_1_UNITS,DEVIL CANYON HYDRO UNITS 1-4 AGGREGATE,DVLCYN_1_UNITS-APND,N/A
GEN,SDGE,IVSLR2_2_SOLAR2,Silver Ridge Mount Signal 2 - Res 2,DWGEN2G2_7_N005,23445_DWGEN2G2_34.5_GU2
GEN,SDGE,IVSLR2_2_SOLAR3,Silver Ridge Mount Signal 2 - Res 3,DWGEN2G2_7_N006,23445_DWGEN2G2_34.5_GU3
GEN,SDGE,IVSLR2_2_SOLAR4,Silver Ridge Mount Signal 2 - Res 4,DWGEN2G2_7_N007,23445_DWGEN2G2_34.5_GU4
GEN,SDGE,IVSLR2_2_SOLAR5,Silver Ridge Mount Signal 2 - Res 5,DWGEN2G2_7_N008,23445_DWGEN2G2_34.5_GU5
GEN,SCE,EAGLMT_2_CREST,SCE EAGLMT_2_CREST,EAGLMTC1_6_N001,25403_EAGLMTC1_66.0_GUC1
GEN,SDGE,EGATE_7_NOCITY,NORTH CITY UNIT (EASTGATE),EASTGATE_6_N004,22204_EASTGATE_69.0_GUM1
GEN,SCE,EASTWD_7_UNIT,EASTWOOD PUMP-GEN,EASTWOOD_7_B1,24319_EASTWOOD_13.8_GU1
GEN,CWRS,EDMONS_2_NSPIN,EDMONS_2_NSPIN,EDMONSTN_2_N023,25613_EDMONSTN_230_GUM1
GEN,SCE,ESNHWR_1_PSMUNI,Municipal,EISENHOW_1_N031,24817_EISENHOW_115_GUMA
GEN,SDGE,ELCAJN_6_LM6K,El Cajon Energy Center,ELCAJNEG_7_GN001,22434_ELCAJNEG_13.8_GU1
GEN,SDGE,ELCAJN_7_GT1,EL CAJON,ELCAJNGT_7_B3,22212_ELCAJNGT_12.5_GU1
GEN,SDGE,ELCAJN_6_EB1BT1,Eastern BESS 1,ELCAJNGT_7_N011,22212_ELCAJNGT_12.5_GUEB
GEN,SDGE,ELCAJN_6_DRGEN1,PLP SDGE Bundled Customers,ELCAJON_6_GN001,22208_EL CAJON_69.0_GUM1
GEN,SDGE,ELCAJN_6_DRGEN2,PLP SDGE Direct Access Customers,ELCAJON_6_GN002,22208_EL CAJON_69.0_GUM2
GEN,PGAE,ELCAP_1_DR2,UNIVERSITY OF CALIFORNIA MERCED,ELCAPTN_1_N008,34138_EL CAPTN_115_GUM1
GEN,PGAE,ELCAP_1_SOLAR,2097 Helton,ELCAPTN_7_N004,34137_EL CAPTN_12.0_GU1
TG,SDGE,ZES1_IVLY2_I_VER_SG2,ZES1_IVLY2_I_VER_SG2,ELCENTRO_2_N001,N/A
GEN,PGAE,ELDORO_7_UNIT 1,El Dorado Unit 1,ELDORU1_7_B2,32292_ELDOR U1_ 6.6_GU1
GEN,PGAE,ELDORO_7_UNIT 2,El Dorado Unit 2,ELDORU2_7_B2,32293_ELDOR U2_ 6.6_GU2
GEN,PGAE,ELECTR_7_PL1X3,ELECTRA PH UNIT 1 & 2 AGGREGATE,ELECTR_7_PL1X3-APND,N/A
GEN,NCPA,ELKCRK_6_STONYG,STONEY GORGE HYDRO AGGREGATE,ELKCREEK_6_N003,31726_ELKCREEK_60.0_GUSG
GEN,PGAE,ELKHIL_2_PL1X3,ELK HILLS COMBINED CYCLE (AGGREGATE),ELKHIL_2_PL1X3-APND,N/A
GEN,PGAE,TX-ELK_6_SOLAR1,Castor,ELKHILLS_7_N001,34921_ELKHILLS_12.5_GU1
GEN,SCE,ELLIS_2_QF,ELLIS QFS,ELLIS_6_N003,24197_ELLIS   _66.0_GUQF
GEN,SCE,ELLIS_2_SANO,SANO REGULATION CENTER (BATTERY),ELLIS_6_N006,24197_ELLIS   _66.0_GU1
GEN,PGAE,ELNIDP_6_BIOMAS,El Nido Biomass to Energy,ELNIDBIO_6_N001,34239_ELNIDBIO_70.0_GUBM
GEN,SCE,ELNIDS_2_DODPEV,Los Angeles Air Force Base,ELNIDO_2_N031,24040_EL NIDO _230_GU1
GEN,SCE,ELSEGN_7_UNIT 3,EL SEGUNDO GEN STA. UNIT 3,ELSEG3G_7_B1,24047_ELSEG3 G_18.0_GU3
GEN,SCE,ELSEGN_7_UNIT 4,EL SEGUNDO GEN STA. UNIT 4,ELSEG4G_7_B1,24048_ELSEG4 G_18.0_GU4
GEN,SCE,ELSEGN_2_UN1011,El Segundo Energy Center 5/6,ELSEGN_2_UN1011-APND,N/A
GEN,SCE,ELSEGN_2_UN2021,El Segundo Energy Center 7/8,ELSEGN_2_UN2021-APND,N/A
GEN,PGAE,EMBARC _2_DR1,C & C INVESTMENTS,EMBRCDR_2_N020,30685_EMBRCDR _230_GUMB
GEN,SCE,ENWIND_2_WIND1,Cameron Ridge,ENCANWND_6_N002,24458_ENCANWND_66.0_GUWD
GEN,SCE,ENWIND_2_WIND2,Ridgetop I,ENCANWND_6_N003,24458_ENCANWND_66.0_GUR1
GEN,SDGE,ENCINA_7_EA1,ENCINA UNIT 1,ENCINA1_7_B1,22233_ENCINA 1_14.4_GU1
GEN,SDGE,ENCINA_7_EA2,ENCINA UNIT 2,ENCINA2_7_B1,22234_ENCINA 2_14.4_GU2
GEN,SDGE,ENCINA_7_EA3,ENCINA UNIT 3,ENCINA3_7_B1,22236_ENCINA 3_14.4_GU3
GEN,SDGE,ENCINA_7_EA4,ENCINA UNIT 4,ENCINA4_7_B1,22240_ENCINA 4_22.0_GU4
GEN,SDGE,ENCINA_7_EA5,ENCINA UNIT 5,ENCINA5_7_B1,22244_ENCINA 5_24.0_GU5
GEN,SDGE,ENCINA_7_GT1,ENCINA GAS TURBINE UNIT 1,ENCINAGT_7_B11,22248_ENCINAGT_12.5_GUGT
GEN,SDGE,ESCNDO_6_NGRP01,POC: PDR to NGR Resource,ESCNDIDO_2_N021,22256_ESCNDIDO_69.0_GUNG
GEN,SCE,ETIWND_2_SOLAR9,Cherry Fontana,ETIWANDA_2_N001,24056_ETIWANDA_230_GUM4
GEN,SCE,ETIWND_2_SOLAR4,Philadelphia Avenue,ETIWANDA_2_N108,24056_ETIWANDA_230_GUM1
GEN,SCE,ETIWND_2_SOLAR8,Sierra Fontana,ETIWANDA_2_N109,24056_ETIWANDA_230_GUM3
GEN,SCE,ETIWND_2_RTS010,SPVP010 Fontana RT Solar,ETIWANDA_6_GN001,24055_ETIWANDA_66.0_GU10
GEN,SCE,ETIWND_2_RTS018,SPVP018 Fontana RT Solar,ETIWANDA_6_GN002,24055_ETIWANDA_66.0_GU18
GEN,SCE,ETIWND_2_RTS023,SPVP023 Fontana RT Solar,ETIWANDA_6_GN003,24055_ETIWANDA_66.0_GU23
GEN,SCE,ETIWND_2_QF,ETIWANDA QFS,ETIWANDA_6_N004,24055_ETIWANDA_66.0_GUQF
GEN,SCE,ETIWND_6_MWDETI,ETIWANDA RECOVERY HYDRO,ETIWANDA_6_N006,24055_ETIWANDA_66.0_GUMW
GEN,SCE,ETIWND_7_MIDVLY,MN Mid Valley Genco  LLC,ETIWANDA_6_N007,24055_ETIWANDA_66.0_GUM2
GEN,SCE,ETIWND_2_FONTNA,FONTANALYTLE CREEK POWERHOUSE P,ETIWANDA_6_N008,24055_ETIWANDA_66.0_GUM1
GEN,SCE,ETIWND_2_SOLAR,FONTANA RT SOLAR,ETIWANDA_6_N011,24055_ETIWANDA_66.0_GURT
GEN,SCE,ETIWND_2_RTS026,SPVP026,ETIWANDA_6_N015,24055_ETIWANDA_66.0_GU26
GEN,SCE,ETIWND_2_RTS017,SPVP017,ETIWANDA_6_N016,24055_ETIWANDA_66.0_GU17
GEN,SCE,ETIWND_2_RTS027,SPVP027,ETIWANDA_6_N017,24055_ETIWANDA_66.0_GU27
GEN,SCE,ETIWND_2_RTS015,SPVP015,ETIWANDA_6_N018,24055_ETIWANDA_66.0_GU15
GEN,SCE,ETIWND_2_CHMPNE,Champagne,ETIWANDA_6_N019,24055_ETIWANDA_66.0_GUCS
GEN,SCE,ETIWND_2_SOLAR1,Dedeaux Ontario,ETIWANDA_6_N020,24055_ETIWANDA_66.0_GUS1
GEN,SCE,ETIWND_2_SOLAR2,Rochester,ETIWANDA_6_N021,24055_ETIWANDA_66.0_GUS2
GEN,SCE,ETIWND_2_SOLAR5,Dulles,ETIWANDA_6_N022,24055_ETIWANDA_66.0_GUS5
GEN,SCE,ETIWND_2_UNIT1,"New-Indy Ontario, LLC",ETIWANDA_6_N023,24055_ETIWANDA_66.0_GUNI
GEN,SCE,ETIWND_2_SOLAR6,Elm Fontana,ETIWANDA_6_N024,24055_ETIWANDA_66.0_GUS6
GEN,SCE,ETIWND_2_SOLAR7,Barrington Ontario,ETIWANDA_6_N025,24055_ETIWANDA_66.0_GUS7
GEN,SCE,ETIWND_6_GRPLND,Grapeland Peaker,ETWPKGEN_7_B1,28310_ETWPKGEN_13.8_GUPK
GEN,PGAE,EXCHEC_7_UNIT 1,EXCHEQUER HYDRO,EXCHQUER_7_B1,34306_EXCHQUER_13.8_GU1
GEN,PGAE,BAHIA_7_UNITA1,Valero Cogeneration Unit #1,EXXONBH_7_B2,30464_EXXON_BH_12.5_GU1
GEN,PGAE,FAIRHV_6_UNIT,FAIRHAVEN POWER CO.,FAIRHAVN_7_B1,31150_FAIRHAVN_13.8_GU1
GEN,PGAE,FAMOSO_7_KMBRLA,Kimberlina Power Plant,FAMOSO_6_N008,34926_FAMOSO  _70.0_GUM1
GEN,PGAE,FAYETT_1_UNIT,ARCADIAN RENEWABLE POWER CORP,FAYETTE_1_B1,33578_FAYETTE _115_GU1
GEN,PGAE,SPIFBD_1_PL1X2,SIERRA PACIFIC IND. (SONORA),FBERBORD_1_N001,33917_FBERBORD_115_GU1
GEN,PGAE,FELLOW_7_QFUNTS,Fellow QF Aggregate,FELLOWSG_7_N002,34773_FELLOWSG_21.0_GUQF
GEN,PGAE,FLOWD2_2_FPLWND,DIABLO WINDS,FLOWD3-6_7_N100,33840_FLOWD3-6_21.6_GUDW
