type,udc_id,gen_id,name,resource_name,bus_id
GEN,PGAE,FLOWD2_2_UNIT 1,SMALL QF AGGREGATION - LIVERMORE,FLOWD3-6_7_N101,33840_FLOWD3-6_21.6_GUQF
GEN,SCE,FLOWD_2_WIND1,Cameron Ridge 2,FLOWIND_6_N003,24459_FLOWIND _66.0_GUCR
GEN,PGAE,FLOWD1_6_ALTPP1,ALTAMONT POWER LLC (PARTNERS 1),FLOWND1_1_N01,35218_FLOWIND1_60.0_GU1
GEN,PGAE,FRNTBW_6_SOLAR1,Frontier Blackwell,FNTRG1_7_N001,34847_FNTR G1 _34.5_GU1
GEN,PGAE,FORBST_7_UNIT 1,FORBESTOWN HYDRO,FORBSTWN_7_B1,31814_FORBSTWN_11.5_GU1
GEN,PGAE,FORKBU_6_UNIT,"HYPOWER, INC. (FORKS OF BUTTE)",FORKBUTT_7_B1,31870_FORKBUTT_ 4.2_GU1
GEN,PGAE,TIDWTR_2_UNITS,MARTINEZ COGEN LIMITED PARTNERSHIP,FOSTERW_7_N004,33151_FOSTER W_12.5_GUEQ
GEN,PGAE,BOGUE_1_UNITA1,"Feather River Energy Center, Unit #1",FREC_7_B1,32205_FREC    _13.8_GU1
GEN,PGAE,FRIANT_6_UNITS,FRIANT DAM,FRIANTDM_7_B1,34636_FRIANTDM_ 6.6_GU1
GEN,PGAE,FRITO_1_LAY,FRITO-LAY,FRITOLAY_7_N002,35048_FRITOLAY_12.0_GU1
GEN,PGAE,FMEADO_7_UNIT,FRENCH MEADOWS HYDRO,FRNCHMD_7_B1,32508_FRNCH MD_ 4.2_GU1
GEN,PGAE,FMEADO_6_HELLHL,FMEADO_6_HELLHL,FRNCHMS_6_N005,32388_FRNCH MS_60.0_GUM1
GEN,PGAE,FROGTN_7_UTICA,FROGTN_7_UTICA,FROGTOWN_7_N003,33504_FROGTOWN_17.0_GUUT
GEN,PGAE,FROGTN_1_UTICAA,Angels Powerhouse,FROGTOWN_7_N004,33504_FROGTOWN_17.0_GUAP
GEN,PGAE,FROGTN_1_UTICAM,Murphys Powerhouse,FROGTOWN_7_N005,33504_FROGTOWN_17.0_GUMP
GEN,PGAE,FTSWRD_6_TRFORK,Three Forks Water Power Project,FRTSWRD_6_GN001,31114_FRT SWRD_60.0_GUM2
GEN,PGAE,FTSWRD_7_QFUNTS,FTSWRD_7_QFUNTS,FRTSWRD_6_N004,31114_FRT SWRD_60.0_GUM1
GEN,PGAE,FRESHW_1_SOLAR1,Corcoran 3,FRWTG1_7_N001,34406_FRWT G1 _34.5_GU1
GEN,PGAE,FULTON_1_QF,SMALL QF AGGREGATION - ZENIA,FULTON_1_N020,31236_FULTON  _115_GUM1
GEN,PGAE,GANSO_1_WSTBM1,Weststar Dairy Biogas,GANSOGN_7_N001,99306_GANSO GN_12.5_GUWB
GEN,SCE,PWEST_1_UNIT,PACIFIC WEST 1 WIND GENERATION,GARNET_1_N106,24815_GARNET  _115_GUM1
GEN,SCE,GARNET_1_UNITS,GARNET GREEN POWER PROJECT AGGREGATE,GARNET_7_N003,24831_GARNET  _34.5_GUUN
GEN,SCE,GARNET_1_WIND,GARNET WIND ENERGY CENTER,GARNET_7_N006,24831_GARNET  _34.5_GUWD
GEN,SCE,GARNET_1_WINDS,Garnet Winds Aggregation,GARNET_7_N007,24831_GARNET  _34.5_GUWS
GEN,SCE,GARNET_1_SOLAR,North Palm Springs 4A,GARNET_7_N008,24831_GARNET  _34.5_GU1
GEN,SCE,GARNET_1_WT3WND,Wagner Wind,GARNET_7_N009,24831_GARNET  _34.5_GU2
GEN,SCE,GARNET_1_SOLAR2,Garnet Solar Power Generation Station 1,GARNET_7_N011,24831_GARNET  _34.5_GUGS
GEN,SCE,GARNET_2_WIND2,Karen Avenue Wind Farm,GARNET_7_N012,24831_GARNET  _34.5_GU3
GEN,SCE,GARNET_2_WIND1,Phoenix,GARNET_7_N013,24831_GARNET  _34.5_GUPH
GEN,SCE,GARNET_2_WIND4,Windustries,GARNET_7_N014,24831_GARNET  _34.5_GUW4
GEN,SCE,GARNET_2_WIND3,San Gorgonio East,GARNET_7_N015,24831_GARNET  _34.5_GUW3
GEN,SCE,GARNET_2_WIND5,Eastwind,GARNET_7_N016,24831_GARNET  _34.5_GUW5
GEN,SCE,GARNET_2_HYDRO,Whitewater Hydro,GARNET_7_N017,24831_GARNET  _34.5_GUh1
GEN,SCE,GARNET_2_DIFWD1,Difwind,GARNET_7_N018,24831_GARNET  _34.5_GUD1
GEN,SCE,GARNET_2_WPMWD6,Wintec Palm,GARNET_7_N019,24831_GARNET  _34.5_GUD6
GEN,SCE,GASKW1_2_GW1SR1,Gaskell West 1,GASKW1B2_7_N003,99017_GASKW1GN_34.5_GU1
GEN,SCE,GARLND_2_GASLRA,Garland A,GASLRAGN_7_N001,29418_GASLRAGN_34.5_GU2
GEN,SCE,GARLND_2_GASLR,Garland B,GASLRGN_7_N001,29417_GASLR GN_34.5_GU1
GEN,PGAE,GATES_2_SOLAR,Gates Solar Station,GATESBK4_7_N002,30901_GATESBK4_12.0_GU1
GEN,PGAE,GATES_2_WSOLAR,West Gates Solar Station,GATESBK4_7_N003,30901_GATESBK4_12.0_GU2
GEN,PGAE,GATWAY_2_PL1X3,GATEWAY GENERATING STATION,GATWAY_2_PL1X3-APND,N/A
GEN,SCE,GENESI_2_STG,Genesis Station,GENESI_2_STG-APND,N/A
GEN,PGAE,ADLIN_1_UNITS,GEYSERS AIDLIN AGGREGATE,GEOENGY_7_B3,31435_GEO.ENGY_13.8_GU1
GEN,PGAE,GEYS11_7_UNIT11,GEYSERS UNIT 11 (HEALDSBURG),GEYSER11_7_B1,31412_GEYSER11_13.8_GU11
GEN,PGAE,GEYS12_7_UNIT12,GEYSERS UNIT 12 (HEALDSBURG),GEYSER12_7_B1,31414_GEYSER12_13.8_GU12
GEN,PGAE,GEYS13_7_UNIT13,GEYSERS UNIT 13 (HEALDSBURG),GEYSER13_7_N001,31416_GEYSER13_13.8_GU13
GEN,PGAE,GEYS14_7_UNIT14,GEYSERS UNIT 14 (HEALDSBURG),GEYSER14_7_N001,31418_GEYSER14_13.8_GU14
GEN,PGAE,GEYS16_7_UNIT16,GEYSERS UNIT 16 (HEALDSBURG),GEYSER16_7_B1,31420_GEYSER16_13.8_GU16
GEN,PGAE,GEYS17_7_UNIT17,GEYSERS UNIT 17 (HEALDSBURG),GEYSER17_7_B1,31422_GEYSER17_13.8_GU17
GEN,PGAE,GEYS18_7_UNIT18,GEYSERS UNIT 18 (HEALDSBURG),GEYSER18_7_B1,31424_GEYSER18_13.8_GU18
GEN,PGAE,GEYS20_7_UNIT20,GEYSERS UNIT 20 (HEALDSBURG),GEYSER20_7_B1,31426_GEYSER20_13.8_GU20
GEN,PGAE,GIFFEN_6_SOLAR1,Aspiration Solar G,GIFFGEN_7_N001,34479_GIFF GEN_12.5_GUS1
GEN,PGAE,GIFFEN_6_SOLAR,Giffen Solar Station,GIFFGEN_7_N002,34479_GIFF GEN_12.5_GU1
GEN,PGAE,GILROY_1_UNIT,GILROY COGEN AGGREGATE,GILROY_1_UNIT-APND,N/A
GEN,PGAE,GILRPP_1_PL1X2,GILROY ENERGY CENTER UNITS 1&2 AGGREGATE,GILRPP_1_PL1X2-APND,N/A
GEN,PGAE,USWND2_1_WIND3,Golden Hills C,GLDHLGNC_7_N001,39903_GLDHLGNC_34.5_GUC
GEN,SCE,GLDTWN_6_SOLAR,Rio Grande,GLDTGEN_7_N002,24438_GLDT GEN_12.0_GU1
GEN,SCE,GLDTWN_6_COLUM3,Columbia 3,GLDTGEN_7_N003,24438_GLDT GEN_12.0_GU3
GEN,PASA,GLNARM_7_UNIT 1,GLEN ARM UNIT 1,GLNARMC1_7_B1,28028_GLNARMC1_13.8_GUC1
GEN,PASA,GLNARM_7_UNIT 2,GLEN ARM UNIT 2,GLNARMC2_7_B1,28029_GLNARMC2_13.8_GUC2
GEN,PASA,GLNARM_7_UNIT 3,GLEN ARM UNIT 3,GLNARMC3_7_B1,28030_GLNARMC3_13.8_GUC3
GEN,PASA,GLNARM_7_UNIT 4,GLEN ARM UNIT 4,GLNARMC4_7_B1,28031_GLNARMC4_13.8_GUC4
GEN,PASA,GLNARM_2_UNIT 5,Glenarm Turbine 5,GLNARMC5_7_B5,28032_GLNARMC5_13.8_GUU5
GEN,RVSD,RVSIDE_6_SOLAR1,Tequesquite Landfill Solar Project,GNS1_7_B1,24297_GNS1    _12.5_GUSO
GEN,SDGE,ESCO_6_GLMQF,Goal Line Cogen,GOALLINE_6_N001,22332_GOALLINE_69.0_GU1
GEN,PGAE,GOLDHL_1_QF,SMALL QF AGGREGATION - PLACERVILLE,GOLDHILL_1_N033,32018_GOLDHILL_115_GUM1
GEN,SCE,GOLETA_2_QF,GOLETA QFS,GOLETA_6_N002,24057_GOLETA  _66.0_GUM1
GEN,SCE,GOLETA_6_GAVOTA,Point Arguello Pipeline Company,GOLETA_6_N003,24057_GOLETA  _66.0_GUGV
GEN,SCE,GOLETA_6_EXGEN,EXXON COMPANY USA,GOLETA_6_N004,24057_GOLETA  _66.0_GUEX
GEN,SCE,GOLETA_6_TAJIGS,GOLETA_6_TAJIGS,GOLETA_6_N022,24057_GOLETA  _66.0_GUTJ
GEN,SCE,GOLETA_6_ELLWOD,ELLWOOD ENERGY SUPPORT FACILITY,GOLETA_6_N100,24057_GOLETA  _66.0_GUEL
GEN,PGAE,GONZLS_6_UNIT,Johnson Canyon Landfill,GONZALES_6_N004,36060_GONZALES_60.0_GU1
GEN,PGAE,LMBEPK_2_UNITA3,"Goose Haven Energy Center, Unit #1",GOOSEHGT_7_GN001,32174_GOOSEHGT_13.8_GU3
GEN,PGAE,GOOSLK_1_SOLAR1,Goose Lake,GOSLKPV_7_N001,34708_GOSLKPV _12.5_GU1
GEN,PGAE,GRIDLY_6_SOLAR,GRIDLEY MAIN TWO,GRIDLEY_6_N004,38054_GRIDLEY _60.0_GUM1
GEN,PGAE,GRZZLY_1_BERKLY,Berkeley Cogeneration,GRIZZLY_7_N101,32739_GRIZZLY _12.0_GU1
GEN,PGAE,GRIZLY_1_UNIT 1,GRIZZLY HYDRO,GRIZZLYG_7_B1,31900_GRIZZLYG_ 6.9_GU1
GEN,PGAE,GRNLF1_1_UNITS,Greenleaf 1,GRNLEAF1_7_N001,32490_GRNLEAF1_13.8_GU1
GEN,PGAE,GRNLF2_1_UNIT,GREENLEAF II COGEN,GRNLEAF2_7_N001,32492_GRNLEAF2_13.8_GU1
GEN,PGAE,GRNVLY_7_SCLAND,SANTA CRUZ LANDFILL GENERATING PLANT,GRNVALY_1_N025,35901_GRN VALY_115_GUSC
GEN,PGAE,GRNVLY_1_DR3,CASCADE PROPERTIES LLC,GRNVALY_1_N035,35901_GRN VALY_115_GUMA
GEN,PGAE,GRSCRK_6_BGCKWW,BIG CREEK WATER WORKS - CEDAR FLAT,GROUSCRK_6_N002,31554_GROUSCRK_60.0_GU1
GEN,PGAE,GILRPP_1_PL3X4,"GILROY ENERGY CENTER, UNIT #3",GROYPKR3_7_B1,32965_GROYPKR3_13.8_GU3
GEN,PGAE,GUERNS_6_HD3BM3,Hanford Digester Genset 3,GUERNSEY_6_N007,34461_GUERSEY _12.0_GUB3
GEN,PGAE,GUERNS_6_SOLAR,Guernsey Solar Station,GUERSEY_7_N001,34461_GUERSEY _12.0_GU1
GEN,PGAE,GUERNS_6_VH2BM1,Verwey Hanford Dairy Digester Genset 2,GUERSEY_7_N003,34461_GUERSEY _12.0_GUBM
GEN,PGAE,GWFPW1_6_UNIT,GWF POWER SYSTEMS INC. #1,GWF#1_7_B1,33131_GWF #1  _13.8_GU1
GEN,PGAE,GWFPW2_1_UNIT 1,GWF POWER SYSTEMS INC. #2,GWF#2_7_B1,33132_GWF #2  _13.8_GU1
GEN,PGAE,GWFPW3_1_UNIT 1,GWF POWER SYSTEMS INC. #3,GWF#3_7_B1,33133_GWF #3  _13.8_GU1
GEN,PGAE,GWFPW4_6_UNIT 1,GWF POWER SYSTEMS INC. #4,GWF#4_7_N001,33134_GWF #4  _13.8_GU1
GEN,PGAE,GWFPW5_6_UNIT 1,GWF POWER SYSTEMS INC. #5,GWF#5_7_B1,33135_GWF #5  _13.8_GU1
GEN,PGAE,HENRTA_6_UNITA1,GWF HENRIETTA PEAKER PLANT UNIT 1,GWFGT1_7_B1,34539_GWF_GT1 _13.8_GU1
GEN,PGAE,HENRTA_6_UNITA2,GWF HENRIETTA PEAKER PLANT UNIT 2,GWFGT2_7_B1,34541_GWF_GT2 _13.8_GU2
GEN,PGAE,GWFPWR_1_UNITS,HANFORD PEAKER PLANT,GWFPWR_1_UNITS-APND,N/A
GEN,PGAE,GYS5X6_7_UNITS,GEYSERS UNITS 5 & 6 AGGREGATE,GYS5X6_7_UNITS-APND,N/A
GEN,PGAE,GYS7X8_7_UNITS,GEYSERS UNITS 7 & 8 AGGREGATE,GYS7X8_7_UNITS-APND,N/A
GEN,PGAE,GYSRVL_7_WSPRNG,Warm Springs Hydro,GYSRVLLE_6_N005,31368_GYSRVLLE_60.0_GUM1
GEN,PGAE,HAASPH_7_PL1X2,HAAS PH UNIT 1 & 2 AGGREGATE,HAASPH_7_PL1X2-APND,N/A
GEN,PGAE,HALSEY_6_UNIT,HALSEY HYDRO,HALSEYF_7_B1,32478_HALSEY F_ 6.6_GU1
GEN,PGAE,HMLTBR_6_UNITS,HAMILTON BRANCH PH (AGGREGATE),HAMILBR_7_N002,31830_HAMIL.BR_ 2.4_GU1
GEN,SCE,HARBGN_7_UNIT 1,Harbor Cogen Unit 1,HARBORG_7_B2,24062_HARBOR G_13.8_GU1
GEN,SCE,HARBGN_7_UNIT 2,Harbor Cogen Unit 2,HARBORG_7_B3,24062_HARBOR G_13.8_GU2
GEN,SCE,HARBGN_7_UNIT 3,Harbor Cogen Unit 3,HARBORG_7_B4,24062_HARBOR G_13.8_GU3
GEN,PGAE,HATCR1_7_UNIT,Hat Creek  #1 ,HATCRK1_7_B1,31902_HAT CRK1_ 6.6_GU1
GEN,PGAE,HATCR2_7_UNIT,Hat Creek  #2  ,HATCRK2_7_B1,31904_HAT CRK2_ 6.6_GU1
GEN,PGAE,HATLOS_6_LSCRK,Lost Creek 1 & 2 Hydro Conversion,HATLOSCK_6_GN001,31666_HATLOSCK_60.0_GUM1
GEN,PGAE,HATLOS_6_QFUNTS,HAT CREEK HYDRO QF UNITS,HATLOSCK_6_N001,31666_HATLOSCK_60.0_GUQF
GEN,PGAE,HATLOS_6_BWDHY1,Bidwell Ditch,HATLOSCK_6_N011,31666_HATLOSCK_60.0_GUBD
GEN,PGAE,HAYPRS_6_QFUNTS,HAYPRESS HYDRO QF UNITS,HAYPRES_7_B1,32488_HAYPRES _ 4.0_GUQF
GEN,PGAE,HELMPG_7_UNIT 1,HELMS PUMP-GEN UNIT 1,HELMS1_7_B1,34600_HELMS 1 _18.0_GU1
GEN,PGAE,HELMPG_7_UNIT 2,HELMS PUMP-GEN UNIT 2,HELMS2_7_B1,34602_HELMS 2 _18.0_GU2
GEN,PGAE,HELMPG_7_UNIT 3,HELMS PUMP-GEN UNIT 3,HELMS3_7_B1,34604_HELMS 3 _18.0_GU3
GEN,PGAE,HENRTS_1_SOLAR,Henrietta Solar Project,HENRTGEN_7_N001,34525_HENRTGEN_34.5_GUSL
GEN,PGAE,HERDLN_6_SOLAR,GV1,HERDLYN_6_N007,33770_HERDLYN _60.0_GUM1
GEN,PGAE,HICKS_7_GUADLP,GAS RECOVERY SYS. (GUADALUPE),HICKS_2_N012,30730_HICKS   _230_GUM1
GEN,SCE,HIDSRT_2_UNITS,HIGH DESERT POWER PROJECT AGGREGATE,HIDSRT_2_UNITS-APND,N/A
GEN,PGAE,HIGGNS_1_COMBIE,Combie South,HIGGINS_1_GN001,32232_HIGGINS _115_GUM2
GEN,PGAE,HIGGNS_7_QFUNTS,HIGGNS_7_QFUNTS,HIGGINS_1_N007,32232_HIGGINS _115_GUM1
GEN,PGAE,HILAND_7_YOLOWD,CLEAR LAKE UNIT 1,HIGHLD_1_N004,31226_HIGHLD  _115_GUM1
GEN,PGAE,HIWAY_7_ACANYN,GAS RECOVERY(AMERICA CANYON),HIGHWAY_1_N003,32590_HIGHWAY _115_GUM1
GEN,PGAE,BRDSLD_2_MTZUMA,FPL Energy Montezuma Wind,HIGHWND3_7_GN001,32171_HIGHWND3_34.5_GUMZ
GEN,PGAE,BRDSLD_2_HIWIND,High Winds Energy Center,HIGHWNDS_7_B1,32172_HIGHWNDS_34.5_GUHW
GEN,SCE,WALNUT_6_HILLGEN,Puente Hills,HILLGEN_7_B1,24063_HILLGEN _13.8_GU1
GEN,PGAE,SIERRA_1_UNITS,HIGH SIERRA LIMITED,HISIERRA_7_B1,34723_HISIERRA_13.8_GU1
GEN,PGAE,HUMBSB_1_QF,SMALL QF AGGREGATION - TRINITY,HMBLDTB_1_N08,31005_HMBLDT B_115_GUM1
GEN,PGAE,HUMBPP_1_UNITS3,Humboldt Bay Generating Station 3,HMBUNIT3_7_GN010,31006_HMBUNIT3_13.8_GU3
GEN,SCE,HOLGAT_1_MOGEN,MOJAVE COGENERATION CO. LP,HOLGATE_1_N001,24727_HOLGATE _115_GUMG
GEN,SCE,HOLGAT_1_BORAX,"U.S. Borax, Unit 1",HOLGATE_1_N004,24727_HOLGATE _115_GUBX
GEN,PGAE,HOLSTR_1_SOLAR,San Benito Smart Park,HOLLISTR_7_N001,35951_HOLLISTR_21.0_GU1
GEN,PGAE,HOLSTR_1_SOLAR2,Hollister Solar,HOLLISTR_7_N004,35951_HOLLISTR_21.0_GU2
GEN,PGAE,HATRDG_2_WIND,Hatchet Ridge Wind Farm,HRIDGEGT_6_GN001,31914_HRIDGEGT_34.5_GU1
TG,SDGE,SNORA_2_SNRSLR,SG Sorrento,HUDSON1_2_N002,N/A
GEN,PGAE,HUMBPP_6_UNITS,Humboldt Bay Generating Station 1,HUMBPP_6_UNITS-APND,N/A
GEN,SCE,HNTGBH_7_UNIT 1,HUNTINGTON BEACH GEN STA. UNIT 1,HUNT1G_7_B1,24066_HUNT1  G_13.8_GU1
GEN,SCE,HNTGBH_7_UNIT 2,HUNTINGTON BEACH GEN STA. UNIT 2,HUNT2G_7_B1,24067_HUNT2  G_13.8_GU2
GEN,SCE,HNTGBH_7_UNIT 3,HUNTINGTON BEACH GEN STA. UNIT 3,HUNT3G_7_B1,24167_HUNT3  G_13.8_GU3
GEN,SCE,HNTGBH_7_UNIT 4,HUNTINGTON BEACH GEN STA. UNIT 4,HUNT4G_7_B1,24168_HUNT4  G_13.8_GU4
GEN,PGAE,HURON_6_SOLAR,Huron Solar Station,HURONGEN_7_ND002,34558_HURON   _70.0_GU1
GEN,CWRP,HYTTHM_2_UNITS,HYATT-THERMALITO PUMP-GEN (AGGREGATE),HYTTHM_2_UNITS-APND,N/A
GEN,PGAE,IBMCTL_1_UNIT 1,IBM Cottle,IBM-CTLE_1_N002,35637_IBM-CTLE_115_GU1
GEN,SCE,LGHTHP_6_ICEGEN,CARSON COGENERATION,ICEGEN_7_B1,24070_ICEGEN  _13.8_GU1
GEN,PGAE,JAKVAL_2_IONE,JACKSON VALLEY ENERG PTNRS (IONE),IENERGY_7_B1,33816_BVBP    _13.8_GU1
GEN,PGAE,IGNACO_1_QF,SMALL QF AGGREGATION - VALLEJO/DINSMORE,IGNACIO_1_N028,32568_IGNACIO _115_GUM1
GEN,PGAE,INDVLY_1_UNITS,Indian Valley Hydro,INDIANV_7_B1,31436_INDIAN V_ 9.1_GU1
GEN,SCE,INDIGO_1_UNIT 1,INDIGO PEAKER UNIT 1,INDIGOG1_7_B1,28180_INDIGOG1_13.8_GU1
GEN,SCE,INDIGO_1_UNIT 2,INDIGO PEAKER UNIT 2,INDIGOG2_7_B1,28190_INDIGOG2_13.8_GU2
GEN,SCE,INDIGO_1_UNIT 3,INDIGO PEAKER UNIT 3,INDIGOG3_7_B1,28191_INDIGOG3_13.8_GU3
GEN,SCE,INLDEM_5_UNIT 1,"Inland Empire Energy Center, Unit 1",INLANDG1_7_N002,28041_INLANDG1_19.5_GU1
GEN,SCE,INLDEM_5_UNIT 2,"Inland Empire Energy Center, Unit 2",INLANDG2_7_N002,28042_INLANDG2_19.5_GU2
GEN,PGAE,INSKIP_2_UNIT,INSKIP HYDRO,INSKIP_7_B1,31908_INSKIP  _ 4.2_GU1
TG,SCE,INTMNT_3_ANAHEIM,Intermountain Power Project,INTERM1G_7_N501,N/A
TG,SCE,INTMNT_3_PASADENA,Intermountain Power Project,INTERM1G_7_N501,N/A
TG,SCE,INTMNT_3_RIVERSIDE,IPPDYN,INTERM1G_7_N501,N/A
TG,SCE,MILFRD_7_PASADENA,Milford I,INTERM1G_7_N501,N/A
GEN,PGAE,INTKEP_2_UNITS,CCSF Hetch_Hetchy Hydro Aggregate,INTKEP_2_UNITS-APND,N/A
GEN,PGAE,INTTRB_6_UNIT,Intl Wind Turb Research (Dinosaur Point),INTLTUR_6_B1,34280_INTL TUR_70.0_GU1
GEN,PGAE,TWISSL_6_SOLAR1,Coronal Lost Hills,ISIS_7_N002,34969_ISIS    _12.5_GU1
GEN,SDGE,CPVERD_5_CVSBT1,Campo Verde Solar BESS,IVGEN3M1_7_N006,23307_IVGEN3M1_34.5_GUBS
GEN,SDGE,IVSLRP_2_SOLAR1,Silver Ridge Mount Signal,IVSOLARS_7_N007,23446_IVSOLARS_34.5_GU1
GEN,SDGE,IVWEST_2_SOLAR1,Imperial Valley West ( Q # 608) ,IVWEST_2_SOLAR1-APND,N/A
GEN,PGAE,BLACK_7_UNIT 1,JAMES B. BLACK 1,JBBLACK1_7_B1,31768_JBBLACK1_13.8_GU1
GEN,PGAE,BLACK_7_UNIT 2,JAMES B. BLACK 2,JBBLACK2_7_B1,31770_JBBLACK2_13.8_GU2
GEN,PGAE,JESSUP_1_HUDSON,Kiara Anderson,JESSUP_1_GN001,31466_JESSUP  _115_GUHD
GEN,SCE,JOHANN_6_QFA1,JOHANNA QF,JOHANNA_2_N013,24072_JOHANNA _230_GUM1
GEN,PGAE,JRWOOD_1_UNIT 1,SAN JOAQUIN POWER COMPANY,JRWDGEN_1_N001,34114_JRWD GEN_115_GU1
GEN,PGAE,JVENTR_2_QFUNTS,TRES VAQUEROS WIND QF UNITS,JVENTER_2_N001,30600_JV ENTER_230_GUQF
GEN,PGAE,KANAKA_1_UNIT,KANAKA,KANAKA_1_N003,31475_KANAKA  _115_GU1
GEN,PGAE,KANSAS_6_SOLAR,RE Kansas South,KANSASGN_7_N002,34666_S0637   _12.5_GU1
GEN,PGAE,KNGCTY_6_UNITA1,"King City Energy Center, Unit #1",KCTYPKER_7_B1,36207_KCTYPKER_13.8_GU1
GEN,SDGE,KEARNY_7_KY3,KEARNY GT3 AGGREGATE,KEARNY_7_KY3-APND,N/A
GEN,PGAE,KEKAWK_6_UNIT,STS HYDROPOWER LTD. (KEKAWAKA),KEKAWAKA_6_N001,31118_KEKAWAKA_60.0_GU1
GEN,PGAE,KELYRG_6_UNIT,KELLY RIDGE HYDRO,KELLYRDG_7_B1,31834_KELLYRDG_ 4.2_GU1
GEN,PGAE,KELSO_2_UNITS,Mariposa Energy,KELSO_2_UNITS-APND,N/A
GEN,PGAE,KERKH1_7_UNIT 1,KERKHOFF PH 1 UNIT #1,KERCK1G1_7_B2,34343_KERCK1G1_ 6.6_GU1
GEN,PGAE,KERKH1_7_UNIT 2,KERKHOFF PH 1 UNIT #2,KERCK1G2_7_B1,34344_KERCK1G2_ 6.6_GU2
GEN,PGAE,KERKH1_7_UNIT 3,KERKHOFF PH 1 UNIT #3,KERCK1G3_7_B1,34345_KERCK1G3_ 6.6_GU3
GEN,PGAE,KERKH2_7_UNIT 1,KERKHOFF PH 2 UNIT #1,KERCKHOF_7_B1,34308_KERCKHOF_13.8_GU1
GEN,PGAE,KERNFT_1_UNITS,KERN FRONT LIMITED,KERNFRNT_7_B1,35026_KERNFRNT_13.8_GU1
GEN,PGAE,KERNRG_1_UNITS,South Belridge Cogen Facility,KERNRDGE_1_N003,34792_KERNRDGE_115_GU1
GEN,SCE,KERRGN_1_UNIT 1,KERN RIVER HYDRO UNITS 1-4 AGGREGATE,KERNRVR_6_N001,24437_KERNRVR _66.0_GU1
GEN,PGAE,KILARC_2_UNIT 1,KILARC HYDRO,KILRC1-2_7_B1,31828_KILRC1-2_ 2.3_GU1
GEN,PGAE,KNGBRG_1_KBSLR2,Kingsburg2,KINGSBRG_7_N002,34417_KINGSBRG_12.0_GUS2
GEN,PGAE,KNGBRG_1_KBSLR1,Kingsburg1,KINGSBRG_7_N003,34417_KINGSBRG_12.0_GUS1
GEN,PGAE,KINGCO_1_KINGBR,Kingsburg Cogen,KINGSBUR_7_B1,34642_KINGSBUR_13.8_GU1
GEN,PGAE,KINGRV_7_UNIT 1,KINGS RIVER HYDRO UNIT 1,KINGSRIV_7_B1,34616_KINGSRIV_13.8_GU1
GEN,SCE,KRAMER_2_SEGS89,LUZ SOLAR PARTNERS 8-9 AGGREGATE,KRAMER_2_SEGS89-APND,N/A
GEN,PGAE,KERMAN_6_SOLAR1,Fresno Solar South,KRMNFCP_7_N002,90000_KRMNFCP _12.0_GU1
GEN,PGAE,KERMAN_6_SOLAR2,Fresno Solar West,KRMNFCP_7_N003,90000_KRMNFCP _12.0_GU2
GEN,PGAE,KRNCNY_6_UNIT,KERN CANYON,KRNCNYN_6_N001,34894_KRN CNYN_70.0_GU1
GEN,SDGE,CRSTWD_6_KUMYAY,Kumeyaay Wind Farm,KUMEYAAY_7_N001,22904_KUMEYAAY_34.5_GUKY
GEN,SCE,LAFRES_6_QF,LA FRESA QFS,LAFRESA_6_N003,24073_LA FRESA_66.0_GUQF
GEN,SCE,LAGBEL_6_QF,LAGUNA BELL QFS,LAGUBELL_6_N005,24075_LAGUBELL_66.0_GUQF
GEN,SCE,LAGBEL_2_SOLAR,Commerce Kinmont Solar Project,LAGUBELL_6_N007,24075_LAGUBELL_66.0_GUS1
GEN,SCE,LAGBEL_2_STG1,Bell Bandini Commerce Refuse,LAGUBELL_6_N212,24075_LAGUBELL_66.0_GUBB
GEN,PGAE,LMBEPK_2_UNITA1,"Lambie Energy Center, Unit #1",LAMBGT1_7_B1,32173_LAMBGT1 _13.8_GU1
GEN,PGAE,LAPLMA_2_UNIT 1,La Paloma Generating Plant Unit #1,LAPLMG1_7_B2,35070_LAPLM_G1_21.0_GU1
GEN,PGAE,LAPLMA_2_UNIT 2,La Paloma Generating Plant Unit #2,LAPLMG2_7_B2,35071_LAPLM_G2_21.0_GU2
GEN,PGAE,LAPLMA_2_UNIT 3,La Paloma Generating Plant Unit #3,LAPLMG3_7_B2,35072_LAPLM_G3_21.0_GU3
GEN,PGAE,LAPLMA_2_UNIT 4,"LA PALOMA GENERATING PLANT, UNIT #4",LAPLMG4_7_B2,35073_LAPLM_G4_21.0_GU4
GEN,SDGE,LAROA1_2_UNITA1,LR1,LAROA1_2_N001,22999_LAROA1  _230_GUEQ
GEN,SDGE,LAROA2_2_UNITA1,LR2,LAROA2_2_UNITA1-APND,N/A
GEN,PGAE,LASSEN_6_UNITS,Honey Lake Power,LASSEN_6_N003,36904_LASSEN  _60.0_GUEQ
GEN,PGAE,LASSEN_6_AGV1,AGV 1,LASSEN_6_N004,36904_LASSEN  _60.0_GUAG
GEN,PGAE,LAWRNC_7_SUNYVL,City of Sunnyvale Unit 1 and 2,LAWRENCE_1_N006,35363_LAWRENCE_115_GUM1
GEN,SCE,HINSON_6_LBECH1,Long Beach Unit 1,LBEACH1G_7_N001,24078_LBEACH1G_13.8_GU1
GEN,SCE,HINSON_6_LBECH2,Long Beach Unit 2,LBEACH2G_7_N001,24170_LBEACH2G_13.8_GU2
