SCHD_1_RDRR08,BIP-H-LSCE,SCHD_1_RDRR08-APND
SCHD_1_RDRR09,API-H-LSCE,SCHD_1_RDRR09-APND
SCHD_1_RDRR10,SDP-R-H-LSCE,SCHD_1_RDRR10-APND
SCLD_1_PDRP02,DRC-ENO-L-LSCE,SCLD_1_PDRP02-APND
SCLD_1_PDRP03,CBP-1-4-L-LSCE,SCLD_1_PDRP03-APND
SCLD_1_PDRP04,CBP-1-4-L-LSEL1,SCLD_1_PDRP04-APND
SCLD_1_PDRP08,PDR-D SCLD,SCLD_1_PDRP08-APND
SCLD_1_PDRP10,SCLD_1_PDRP10,SCLD_1_PDRP10-APND
SCLD_1_RDRR09,API-L-LSCE,SCLD_1_RDRR09-APND
SCNW_6_PDRP03,DRC-ENO-NW-LSCE,SCNW_6_PDRP03-APND
SCNW_6_PDRP10,SCNW_6_PDRP10,SCNW_6_PDRP10-APND
SCNW_6_PDRP11,SCNW_6_PDRP11,SCNW_6_PDRP11-APND
SCNW_6_PDRP12,SCNW_6_PDRP12,SCNW_6_PDRP12-APND
SCNW_6_PDRP13,DRC-ECI-NW-LNEI1,SCNW_6_PDRP13-APND
SCNW_6_PDRP14,CBP-1-4-NW-LSEL1,SCNW_6_PDRP14-APND
SCNW_6_PDRP15,PDR-D SCNW,SCNW_6_PDRP15-APND
SCNW_6_PDRP16,DRC-ECI-NW-LSCE,SCNW_6_PDRP16-APND
SCNW_6_RDRR04,SDP-R-NW-LSCE,SCNW_6_RDRR04-APND
SCNW_6_RDRR05,SDP-C-NW-LSCE,SCNW_6_RDRR05-APND
SCNW_6_RDRR07,BIP-NW-LCRLL,SCNW_6_RDRR07-APND
SCNW_6_RDRR08,BIP-NW-LSCE,SCNW_6_RDRR08-APND
SCNW_6_RDRR09,API-NW-LSCE,SCNW_6_RDRR09-APND
SLSTR1_2_SOLAR1,Solar Star 1,SLSTR1_2_SOLAR1-APND
SLSTR2_2_SOLAR2,Solar Star 2,SLSTR2_2_SOLAR2-APND
TENGEN_2_PL1X2,Berry Cogen 42,TENGEN_2_PL1X2-APND
VESTAL_2_KERN,KERN RIVER PH 3 UNITS 1 & 2 AGGREGATE,VESTAL_2_KERN-APND
WNDSTR_2_WIND,Windstar,WNDSTR_2_WIND-APND
IVWEST_2_SOLAR1,Imperial Valley West ( Q # 608) ,IVWEST_2_SOLAR1-APND
KEARNY_7_KY3,KEARNY GT3 AGGREGATE,KEARNY_7_KY3-APND
LAROA2_2_UNITA1,LR2,LAROA2_2_UNITA1-APND
OGROVE_6_PL1X2,Orange Grove Energy Center,OGROVE_6_PL1X2-APND
OTMESA_2_PL1X3,OTAY MESA ENERGY CENTER,OTMESA_2_PL1X3-APND
PALOMR_2_PL1X3,Palomar Energy Center,PALOMR_2_PL1X3-APND
SDG1_1_PDRP01,PDR-E SDG1,SDG1_1_PDRP01-APND
SDG1_1_PDRP02,SDGE_CBP_BunDO4_b,SDG1_1_PDRP02-APND
SDG1_1_PDRP03,Stater Bros Markets,SDG1_1_PDRP03-APND
SDG1_1_PDRP04,SDG1_1_PDRP04,SDG1_1_PDRP04-APND
SDG1_1_PDRP05,SDG1_1_PDRP05,SDG1_1_PDRP05-APND
SDG1_1_PDRP06,SDG1_1_PDRP06,SDG1_1_PDRP06-APND
SDG1_1_PDRP07,SDG1_1_PDRP07,SDG1_1_PDRP07-APND
SDG1_1_PDRP08,SDG1_1_PDRP08,SDG1_1_PDRP08-APND
SDG1_1_PDRP09,SDG1_1_PDRP09,SDG1_1_PDRP09-APND
SDG1_1_PDRP10,SDG1_1_PDRP10,SDG1_1_PDRP10-APND
SDG1_1_PDRP11,SDGE_CBP_DA_DIRACC_1,SDG1_1_PDRP11-APND
SDG1_1_PDRP14,SDG1_1_PDRP14,SDG1_1_PDRP14-APND
SDG1_1_PDRP15,SDG1_1_PDRP15,SDG1_1_PDRP15-APND
SDG1_1_PDRP16,PDR-A SDG1,SDG1_1_PDRP16-APND
SDG1_1_PDRP17,PDR-E SDG1 2,SDG1_1_PDRP17-APND
SDG1_1_PDRP18,PDR-E SDG1 3,SDG1_1_PDRP18-APND
SDG1_1_PDRP19,HWSD,SDG1_1_PDRP19-APND
SDG1_1_PDRP24,SDGE_CBP_DA_DIRACC_2,SDG1_1_PDRP24-APND
SDG1_1_PDRP29,SDGE SS BUN,SDG1_1_PDRP29-APND
SDG1_1_PDRP30,SDG1_1_PDRP30,SDG1_1_PDRP30-APND
SDG1_1_PDRP31,SDG1_1_PDRP31,SDG1_1_PDRP31-APND
SDG1_1_PDRP32,SDG1_1_PDRP32,SDG1_1_PDRP32-APND
SDG1_1_PDRP33,SDG1_1_PDRP33,SDG1_1_PDRP33-APND
SDG1_1_PDRP34,SDG1_1_PDRP34,SDG1_1_PDRP34-APND
SDG1_1_RDRR01,SDGE BIP1,SDG1_1_RDRR01-APND
TERMEX_2_PL1X3,TDM,TERMEX_2_PL1X3-APND
VERNON_6_MALBRG,Malburg Generating Station,VERNON_6_MALBRG-APND
ANAHM_2_CANYN1,CANYON POWER PLANT UNIT 1,CANYONP1_7_GN001
ANAHM_2_CANYN2,CANYON POWER PLANT UNIT 2,CANYONP2_7_GN001
ANAHM_2_CANYN3,CANYON POWER PLANT UNIT 3,CANYONP3_7_GN001
ANAHM_2_CANYN4,CANYON POWER PLANT UNIT 4,CANYONP4_7_GN001
ANAHM_7_CT,ANAHEIM COMBUSTION TURBINE,ANAHEIMG_7_B1
COLTON_6_AGUAM1,AGUA MANSA UNIT 1 (CITY OF COLTON),AGUAMNSA_7_B1
BANKPP_2_NSPIN,BANKPP_2_NSPIN,DELTAPMP_2_N008
DOSMGO_2_NSPIN,DOSMGO_2_NSPIN,DSAMIGO_2_N011
ALAMO_6_UNIT,ALAMO POWER PLANT ,ALAMOSC_7_N001
EDMONS_2_NSPIN,EDMONS_2_NSPIN,EDMONSTN_2_N023
MOJAVE_1_SIPHON,MOJAVE SIPHON POWER PLANT,MHVSPHN_1_N101
OSO_6_NSPIN,OSO_6_NSPIN,OSO_6_N008
PEARBL_2_NSPIN,PEARBL_2_NSPIN,PEARBLSM_2_N020
ALMEGT_1_UNIT 1,ALAMEDA GT UNIT 1,ALMDACT1_7_B1
ALMEGT_1_UNIT 2,ALAMEDA GT UNIT 2,ALMDACT2_7_B1
BEARDS_7_UNIT 1,Beardsley Hydro,BEARDSLY_7_B1
BLCKBT_2_STONEY,BLACK BUTTE HYDRO,BLCKBUTT_7_B1
CONTAN_1_UNIT,Graphic Packaging Cogen,CSCCCA_7_B2
CSCCOG_1_UNIT 1,SANTA CLARA CO-GEN,CSCCOG_6_N001
CSCGNR_1_UNIT 1,GIANERA PEAKER UNIT 1,CSCGNRA1_7_N101
CSCGNR_1_UNIT 2,GIANERA PEAKER UNIT 2,CSCGNRA2_7_N101
DONNLS_7_UNIT,Donnells Hydro,DONNELLS_7_B1
ELKCRK_6_STONYG,STONEY GORGE HYDRO AGGREGATE,ELKCREEK_6_N003
LODI25_2_UNIT 1,LODI GAS TURBINE,LODI25CT_7_B1
NCPA_7_GP1UN1,NCPA GEO PLANT 1 UNIT 1,NCPA1GY1_7_B2
NCPA_7_GP1UN2,NCPA GEO PLANT 1 UNIT 2,NCPA1GY2_7_B2
NCPA_7_GP2UN3,NCPA GEO PLANT 2 UNIT 3,NCPA2GY1_7_B2
NCPA_7_GP2UN4,NCPA GEO PLANT 2 UNIT 4,NCPA2GY2_7_B2
ORLND_6_HIGHLI,High Line Canal Hydro,ORLANDB_6_N004
PALALT_7_COBUG,Cooperatively Owned Back Up Generator,PLOALTO_1_N019
PLMSSR_6_HISIER,High Sierra Cogeneration Aggregate,PSQUINCY_6_GN001
STIGCT_2_LODI,LODI STIG UNIT,STIGCC_7_B1
UKIAH_7_LAKEMN,UKIAH LAKE MENDOCINO HYDRO,CITYUKH_1_N001
BRDWAY_7_UNIT 3,BROADWAY UNIT 3,BRDWAYB3_7_B1
GLNARM_2_UNIT 5,Glenarm Turbine 5,GLNARMC5_7_B5
GLNARM_7_UNIT 1,GLEN ARM UNIT 1,GLNARMC1_7_B1
GLNARM_7_UNIT 2,GLEN ARM UNIT 2,GLNARMC2_7_B1
GLNARM_7_UNIT 3,GLEN ARM UNIT 3,GLNARMC3_7_B1
GLNARM_7_UNIT 4,GLEN ARM UNIT 4,GLNARMC4_7_B1
7STDRD_1_SOLAR1,Shafter Solar,0096WD_7_N001
ADERA_1_SOLAR1,Adera Solar,ADERAG1_7_N001
ADLIN_1_UNITS,GEYSERS AIDLIN AGGREGATE,GEOENGY_7_B3
ADMEST_6_SOLAR,Adams East,S632_7_N001
ADOBEE_1_SOLAR,Adobe Solar,S622B_7_N003
ALLGNY_6_HYDRO1,Salmon Creek Hydroelectric Project,ALLEGHNY_6_N002
ALPSLR_1_NTHSLR,Alpaugh North LLC,T0304_7_N003
ALPSLR_1_SPSSLR,Alpaugh 50 LLC,S473_7_N005
ALTMID_2_UNIT 1,ALTAMONT MIDWAY LTD.,ALTMMDW_2_N001
ALTMID_2_WINDA,Sand Hill Wind 1,ALTMMDW_2_N007
APLHIL_1_SLABCK,SLAB CREEK HYDRO,APPLEHL_1_N004
ARVINN_6_ORION1,Orion 1 Solar,S621AC_7_N001
ARVINN_6_ORION2,Orion 2 Solar,S621AC_7_N002
ATWEL2_1_SOLAR1,Atwell West,Q482_7_N001
ATWELL_1_SOLAR,Atwell Island PV Solar Generating Faci.,ATWELL_1_N001
AVENAL_6_AVPARK,Avenal Park Solar Project,AVENAL_6_GN001
AVENAL_6_AVSLR1,Avenal Solar 1,AVENGEN_7_N001
AVENAL_6_AVSLR2,Avenal Solar 2,AVENGEN_7_N002
AVENAL_6_SANDDG,Sand Drag Solar Project,AVENAL_6_GN002
AVENAL_6_SUNCTY,Sun City Solar Project,AVENAL_6_GN003
BAHIA_7_UNITA1,Valero Cogeneration Unit #1,EXXONBH_7_B2
BALCHS_7_UNIT 1,BALCH 1 PH UNIT 1,BALCH1_7_B2
BALCHS_7_UNIT 2,BALCH 2 PH UNIT 2,BLCH38750_7_B1
BALCHS_7_UNIT 3,BALCH 2 PH UNIT 3,BLCH38751_7_B1
BANGOR_6_HYDRO,Virginia Ranch Dam Powerplant,BANGOR_6_N004
BASICE_2_UNITS,CALPINE  AMERICAN  I COGEN.,BAFCOG12_7_B1
BDGRCK_1_UNITS,BADGER CREEK LIMITED,BADGERCK_7_N001
BEARMT_1_UNIT,Bear Mountain Limited,PSE-BEAR_7_B1
BELDEN_7_UNIT 1,BELDEN HYDRO,BELDEN_7_B1
BIOMAS_1_UNIT 1,WOODLAND BIOMASS,WOODLAND_7_B1
BKRFLD_2_SOLAR1,Bakersfield 111,BKR111_7_N002
BLACK_7_UNIT 1,JAMES B. BLACK 1,JBBLACK1_7_B1
BLACK_7_UNIT 2,JAMES B. BLACK 2,JBBLACK2_7_B1
BLCKWL_6_SOLAR1,Blackwell Solar,BLACKWLL_7_N002
BLHVN_7_MENLOP,GAS RECOVERY SYS. (MENLO PARK),BLLEHVN_6_N009
BLULKE_6_BLUELK,Blue Lake Power,BLUELAKE_7_GN001
BNNIEN_7_ALTAPH,ALTA POWER HOUSE,BONNIEN_7_N002
BOGUE_1_UNITA1,Feather River Energy Center Unit #1,FREC_7_B1
BORDEN_2_QF,SMALL QF AGGREGATION - MADERA,BORDEN_2_N008
BOWMN_6_HYDRO,NID Hydro Bowman Powerhouse,BOWMAN_7_N002
BOWMN_6_UNIT,BOWMAN,BOWMAN_7_B1
BRDGVL_7_BAKER,Baker Station Hydro,BRDGVLT_7_N002
BRDSLD_2_HIWIND,High Winds Energy Center,HIGHWNDS_7_B1
BRDSLD_2_MTZUM2,NextEra Energy Montezuma Wind II,MTZUMA2_7_B1
BRDSLD_2_MTZUMA,FPL Energy Montezuma Wind,HIGHWND3_7_GN001
BRDSLD_2_SHILO1,Shiloh I Wind Project,SHILOH_7_B1
BRDSLD_2_SHILO2,SHILOH WIND PROJECT 2,SHILO_7_N002
BRDSLD_2_SHLO3A,Shiloh III Wind Project LLC,SHILOH3_7_N002
BRDSLD_2_SHLO3B,Shiloh IV Wind Project,SHILOH3B_7_N001
BUCKCK_2_HYDRO,Lassen Station Hydro,BCKSCRK_2_N004
BUCKCK_7_OAKFLT,Oak Flat,BCKSCRK_7_N002
BULLRD_7_SAGNES,SAINT AGNES MED. CTR,BULLARD_1_N009
BURNYF_2_UNIT 1,Burney Forest Power,BRNYFRST_7_B1
BUTTVL_7_UNIT 1,BUTT VALLEY HYDRO,BUTTVLLY_7_B1
CALFTN_2_SOLAR,California Flats North,C877P2C2_7_N001
CALPIN_1_AGNEW,Agnews Power Plant,OLS-AGNE_7_N001
CAMPFW_7_FARWST,CAMP FAR WEST HYDRO,CMPFARW_7_B1
CANTUA_1_SOLAR,Cantua Solar Station,CANTGEN_7_N002
CAPMAD_1_UNIT 1,CAPCO MADERA Power Plant,MADERAG_7_B2
CARBOU_7_UNIT 1,CARIBOU PH 1 UNIT 1,CARABOU_7_B12
CASTVL_2_FCELL,PGE CSUEB Hayward Fuel Cell,CASTROVL_2_N009
CAVLSR_2_BSOLAR,California Valley Solar Ranch-Phase B,T0239_7_N002
CAVLSR_2_RSOLAR,California Valley Solar Ranch-Phase A,CAVLSRGN_7_B1
CAYTNO_2_LVCSR1,Livermore Community Solar Farm,CAYETNO_2_N003
CAYTNO_2_VASCO,Vasco Road,CAYETNO_2_N002
CEDRCK_6_UNIT,Water Wheel Ranch,CEDRCRK_6_N001
CHALK_1_UNIT,CHALK CLIFF LIMITED,CHALKCLF_7_N001
CHEVCD_6_UNIT,CHEVRON USA (TAFT/CADET),CADET_6_N002
CHEVCO_6_UNIT 1,CHEVRON USA (COALINGA),DERRICK_6_N003
CHEVCO_6_UNIT 2,AERA ENERGY LLC. (COALINGA),DERRICK_6_N002
CHEVCY_1_UNIT,CHEVRON USA (CYMRIC),CYMRIC_1_N004
CHICPK_7_UNIT 1,Chicago Park Powerhouse,CHIPARK_7_B1
CHWCHL_1_BIOMAS,Chow II Biomass to Energy,CHWCHLA2_7_N001
CHWCHL_1_UNIT,CHOW 2 PEAKER PLANT,CHOWCOGN_7_N001
CLOVDL_1_SOLAR,Cloverdale Solar I,CLOVRDLE_7_N001
CLOVDL_1_SOLAR1,Cloverdale Solar South,CLOVRDLE_7_N003
CLOVER_2_UNIT,Clover Creek,CLOVER_6_N001
CLRKRD_6_COALCN,COAL CANYON HYDRO,CLARKRD_7_N002
CLRKRD_6_LIMESD,Lime Saddle Hydro,CLARKRD_7_N003
CLRMTK_1_QF,SMALL QF AGGREGATION - OAKLAND,CLARMNT_1_N028
CNTRVL_6_UNIT,Centerville,CNTRVL12_7_N002
COCOPP_2_CTG1,Marsh Landing 1,T320BS1_7_B1
COCOPP_2_CTG2,Marsh Landing 2,T320BS2_7_B1
COCOPP_2_CTG3,Marsh Landing 3,T320BS3_7_B1
COCOPP_2_CTG4,Marsh Landing 4,T320BS4_7_B1
COCOPP_7_UNIT 6,CONTRA COSTA UNIT 6,CCOS6_7_B1
COCOPP_7_UNIT 7,CONTRA COSTA UNIT 7,CCOS7_7_B1
COCOSB_6_SOLAR,Oakley Solar Project,CCSUB_6_N024
COGNAT_1_UNIT,Stockton Biomas,COGNTNL_7_B1
COLEMN_2_UNIT,Coleman,COLEMAN_7_B1
COLGA1_6_SHELLW,COALINGA COGENERATION COMPANY,COLNGAGN_7_B1
COLGAT_7_UNIT 1,Colgate Powerhouse Unit 1,COLGATE1_7_B1
COLGAT_7_UNIT 2,Colgate Powerhouse Unit 2,COLGATE2_7_B1
COLNG1_7_DR2,CALIFORNIA PISTACHIO LLC,COLNGA1_6_N006
COLPIN_6_COLLNS,COLLINS PINE,COLLINS_7_N002
CORCAN_1_SOLAR1,CID Solar,CORCORAN_7_N001
CORCAN_1_SOLAR2,Corcoran City,CORCCITY_7_N002
CORRAL_6_SJOAQN,Ameresco San Joaquin,CORRAL1_6_N002
COTTLE_2_FRNKNH,Frankenheimer Power Plant,COTTLE_7_N002
COVERD_2_HCKHY1,HATCHET CREEK,COVERD_7_N002
COVERD_2_MCKHY1,Montgomery Creek Hydro,COVERD_7_N005
COVERD_2_QFUNTS,COVE ROAD HYDRO QF UNITS,COVERD_7_B1
COVERD_2_RCKHY1,ROARING CREEK,COVERD_7_N004
COWCRK_2_UNIT,Cow Creek Hydro,COWCREEK_6_N001
CRESSY_1_PARKER,PARKER POWERHOUSE,CRESSEY_1_N003
CRNEVL_6_CRNVA,Crane Valley ,CRANEVLY_6_N003
CRNEVL_6_SJQN 2,SAN JOAQUIN 2,SJNO2_6_N002
CRNEVL_6_SJQN 3,SAN JOAQUIN 3,CRANEVLY_6_N002
CROKET_7_UNIT,CROCKETT COGEN,CRCKTCOG_7_N001
CRWCKS_1_SOLAR1,Crow Creek Solar 1,CRWCRKGN_7_N001
CSTOGA_6_LNDFIL,Clover Flat Land Fill Gas,CALISTGA_6_N004
CSTRVL_7_LNDFL,Marina Land Fill Gas,CSTRVLLE_1_N005
CSTRVL_7_PL1X2,Marina Land Fill Gas,CSTRVLLE_1_N004
CSTRVL_7_QFUNTS,Castroville QF Aggregate,CSTRVLLE_1_N003
CTNWDP_1_QF,SMALL QF AGGREGATION - BURNEY,COTWDPGE_1_N024
CUMBIA_1_SOLAR,Columbia Solar Energy II,4C687C2_7_N001
CURIS_1_QF,SMALL QF AGGREGATION - MERCED,CURTISS_1_N010
CURTIS_1_CANLCK,Canal Creek Powerhouse,CURTISS_1_N102
CURTIS_1_FARFLD,Fairfield Powerhouse,CURTISS_1_N103
CUYAMS_6_CUYSR1,Cuyama Solar,Q356_7_N001
DAIRLD_1_MD1SL1,Madera 1,DARYLDGN_7_N002
DAIRLD_1_MD2BM1,Madera Digester Genset 2,DAIRYLND_1_N013
DALYCT_1_FCELL,PGE San Francisco State Fuel Cell,DALYCTY_1_N016
DAVIS_1_SOLAR1,Grasslands 3,DAVIS_1_N029
DAVIS_1_SOLAR2,Grasslands 4,DAVIS_1_N030
DAVIS_7_MNMETH,MM Yolo Power LLC,DAVIS_1_N018
DEADCK_1_UNIT,DEADCK_1_UNIT,DEADWOOD_1_N001
DEERCR_6_UNIT 1,DEER CREEK,DEERCRK_7_B1
DEXZEL_1_UNIT,Western Power and Steam Cogeneration,DEXZEL_1_N001
DIABLO_7_UNIT 1,Diablo Canyon Unit 1,DIABLO1_7_B1
DIABLO_7_UNIT 2,Diablo Canyon Unit 2,DIABLO2_7_B1
DINUBA_6_UNIT,DINUBA GENERATION PROJECT,DINUBAE_7_B2
DISCOV_1_CHEVRN,CHEVRON USA (EASTRIDGE),DISCOVRY_7_N002
DIXNLD_1_LNDFL,Zero Waste Energy,ZEROWST_7_N002
DOUBLC_1_UNITS,"DOUBLE ""C"" LIMITED",DOUBLEC_7_B1
DRUM_7_UNIT 5,DRUM PH 2 UNIT 5,DRUM5_7_B1
DSABLA_7_UNIT,De Sabla Hydro,DESABLA_7_B1
DUTCH1_7_UNIT 1,DUTCH FLAT 1 PH,DTCHFLT1_7_B1
DUTCH2_7_UNIT 1,DUTCH FLAT 2 PH,DTCHFLT2_7_B1
EEKTMN_6_SOLAR1,EE K Solar 1,S625_7_N001
ELCAP_1_DR2,UNIVERSITY OF CALIFORNIA MERCED,ELCAPTN_1_N008
ELCAP_1_SOLAR,2097 Helton,ELCAPTN_7_N004
ELDORO_7_UNIT 1,El Dorado Unit 1,ELDORU1_7_B2
ELDORO_7_UNIT 2,El Dorado Unit 2,ELDORU2_7_B2
ELNIDP_6_BIOMAS,El Nido Biomass to Energy,ELNIDBIO_6_N001
EMBARC _2_DR1,C & C INVESTMENTS,EMBRCDR_2_N020
ESQUON_6_LNDFIL,Neal Road Landfill Generating Facility,Q477_7_B1
EXCHEC_7_UNIT 1,EXCHEQUER HYDRO,EXCHQUER_7_B1
EXCLSG_1_SOLAR,Excelsior Solar ,Q678C2_7_N001
FAIRHV_6_UNIT,FAIRHAVEN POWER CO.,FAIRHAVN_7_B1
FAMOSO_7_KMBRLA,Kimberlina Power Plant,FAMOSO_6_N008
FAYETT_1_UNIT,ARCADIAN RENEWABLE POWER CORP,FAYETTE_1_B1
FELLOW_7_QFUNTS,Fellow QF Aggregate,FELLOWSG_7_N002
FLOWD1_6_ALTPP1,ALTAMONT POWER LLC (PARTNERS 1),FLOWND1_1_N01
FLOWD2_2_FPLWND,DIABLO WINDS,FLOWD3-6_7_N100
FLOWD2_2_UNIT 1,SMALL QF AGGREGATION - LIVERMORE,FLOWD3-6_7_N101
FMEADO_6_HELLHL,FMEADO_6_HELLHL,FRNCHMS_6_N005
FMEADO_7_UNIT,FRENCH MEADOWS HYDRO,FRNCHMD_7_B1
FORBST_7_UNIT 1,FORBESTOWN HYDRO,FORBSTWN_7_B1
FORKBU_6_UNIT,HYPOWER INC. (FORKS OF BUTTE),FORKBUTT_7_B1
FRESHW_1_SOLAR1,Corcoran 3,FRWTG1_7_N001
FRIANT_6_UNITS,FRIANT DAM,FRIANTDM_7_B1
FRITO_1_LAY,FRITO-LAY,FRITOLAY_7_N002
FRNTBW_6_SOLAR1,Frontier Blackwell,FNTRG1_7_N001
FROGTN_1_UTICAA,Angels Powerhouse,FROGTOWN_7_N004
FROGTN_1_UTICAM,Murphys Powerhouse,FROGTOWN_7_N005
FROGTN_7_UTICA,FROGTN_7_UTICA,FROGTOWN_7_N003
FTSWRD_6_TRFORK,Three Forks Water Power Project,FRTSWRD_6_GN001
FTSWRD_7_QFUNTS,FTSWRD_7_QFUNTS,FRTSWRD_6_N004
FULTON_1_QF,SMALL QF AGGREGATION - ZENIA,FULTON_1_N020
GANSO_1_WSTBM1,Weststar Dairy Biogas,GANSOGN_7_N001
GATES_2_SOLAR,Gates Solar Station,GATESBK4_7_N002
GATES_2_WSOLAR,West Gates Solar Station,GATESBK4_7_N003
GATES_7_CTG1,Gates Combustion Turbine Unit,WHDGAT2_7_B2
GATES_7_ICE2,Gates Reciprocating Engine Unit,WHDGAT2_7_N102
GEYS11_7_UNIT11,GEYSERS UNIT 11 (HEALDSBURG),GEYSER11_7_B1
GEYS12_7_UNIT12,GEYSERS UNIT 12 (HEALDSBURG),GEYSER12_7_B1
GEYS13_7_UNIT13,GEYSERS UNIT 13 (HEALDSBURG),GEYSER13_7_N001
GEYS14_7_UNIT14,GEYSERS UNIT 14 (HEALDSBURG),GEYSER14_7_N001
GEYS16_7_UNIT16,GEYSERS UNIT 16 (HEALDSBURG),GEYSER16_7_B1
GEYS17_2_BOTRCK,Bottle Rock Geothermal,BOTTLERK_7_N001
GEYS17_7_UNIT17,GEYSERS UNIT 17 (HEALDSBURG),GEYSER17_7_B1
GEYS18_7_UNIT18,GEYSERS UNIT 18 (HEALDSBURG),GEYSER18_7_B1
GEYS20_7_UNIT20,GEYSERS UNIT 20 (HEALDSBURG),GEYSER20_7_B1
GIFENS_6_BUGSL1,Burford Giffen,Q679C2_7_N001
GIFFEN_6_SOLAR,Giffen Solar Station,GIFFGEN_7_N002
GIFFEN_6_SOLAR1,Aspiration Solar G,GIFFGEN_7_N001
GILRPP_1_PL3X4,GILROY ENERGY CENTER UNIT #3,GROYPKR3_7_B1
GOLDHL_1_QF,SMALL QF AGGREGATION - PLACERVILLE,GOLDHILL_1_N033
GONZLS_6_UNIT,Johnson Canyon Landfill,GONZALES_6_N004
GOOSLK_1_SOLAR1,Goose Lake,GOSLKPV_7_N001
GRIDLY_6_SOLAR,GRIDLEY MAIN TWO,GRIDLEY_6_N004
GRIZLY_1_UNIT 1,GRIZZLY HYDRO,GRIZZLYG_7_B1
GRNLF1_1_UNITS,Greenleaf 1,GRNLEAF1_7_N001
GRNLF2_1_UNIT,GREENLEAF II COGEN,GRNLEAF2_7_N001
GRNVLY_1_DR3,CASCADE PROPERTIES LLC,GRNVALY_1_N035
GRNVLY_7_SCLAND,SANTA CRUZ LANDFILL GENERATING PLANT,GRNVALY_1_N025
GRSCRK_6_BGCKWW,BIG CREEK WATER WORKS - CEDAR FLAT,GROUSCRK_6_N002
GRZZLY_1_BERKLY,Berkeley Cogeneration,GRIZZLY_7_N101
GUERNS_6_HD3BM3,Hanford Digester Genset 3,GUERNSEY_6_N007
GUERNS_6_SOLAR,Guernsey Solar Station,GUERSEY_7_N001
GUERNS_6_VH2BM1,Verwey Hanford Dairy Digester Genset 2,GUERSEY_7_N003
GWFPW1_6_UNIT,GWF POWER SYSTEMS INC. #1,GWF#1_7_B1
GWFPW2_1_UNIT 1,GWF POWER SYSTEMS INC. #2,GWF#2_7_B1
GWFPW3_1_UNIT 1,GWF POWER SYSTEMS INC. #3,GWF#3_7_B1
GWFPW4_6_UNIT 1,GWF POWER SYSTEMS INC. #4,GWF#4_7_N001
GWFPW5_6_UNIT 1,GWF POWER SYSTEMS INC. #5,GWF#5_7_B1
GWFPWR_6_UNIT,HANFORD L.P.,AMSTGSW_6_N004
GYSRVL_7_WSPRNG,Warm Springs Hydro,GYSRVLLE_6_N005
HALSEY_6_UNIT,HALSEY HYDRO,HALSEYF_7_B1
HATCR1_7_UNIT,Hat Creek  #1 ,HATCRK1_7_B1
HATCR2_7_UNIT,Hat Creek  #2  ,HATCRK2_7_B1
HATLOS_6_BWDHY1,Bidwell Ditch,HATLOSCK_6_N011
HATLOS_6_LSCRK,Lost Creek 1 & 2 Hydro Conversion,HATLOSCK_6_GN001
HATLOS_6_QFUNTS,HAT CREEK HYDRO QF UNITS,HATLOSCK_6_N001
HATRDG_2_WIND,Hatchet Ridge Wind Farm,HRIDGEGT_6_GN001
HAYPRS_6_QFUNTS,HAYPRESS HYDRO QF UNITS,HAYPRES_7_B1
HELMPG_7_UNIT 1,HELMS PUMP-GEN UNIT 1,HELMS1_7_B1
HELMPG_7_UNIT 2,HELMS PUMP-GEN UNIT 2,HELMS2_7_B1
HELMPG_7_UNIT 3,HELMS PUMP-GEN UNIT 3,HELMS3_7_B1
HENRTA_6_SOLAR1,Lemoore 1,LEMORSLR_7_N001
HENRTA_6_SOLAR2,Westside Solar Power PV1,LEMORSLR_7_N003
HENRTA_6_UNITA1,GWF HENRIETTA PEAKER PLANT UNIT 1,GWFGT1_7_B1
HENRTA_6_UNITA2,GWF HENRIETTA PEAKER PLANT UNIT 2,GWFGT2_7_B1
HENRTS_1_SOLAR,Henrietta Solar Project,HENRTGEN_7_N001
HERDLN_6_SOLAR,GV1,HERDLYN_6_N007
HICKS_7_GUADLP,GAS RECOVERY SYS. (GUADALUPE),HICKS_2_N012
HIGGNS_1_COMBIE,Combie South,HIGGINS_1_GN001
HIGGNS_7_QFUNTS,HIGGNS_7_QFUNTS,HIGGINS_1_N007
HILAND_7_YOLOWD,CLEAR LAKE UNIT 1,HIGHLD_1_N004
HIWAY_7_ACANYN,GAS RECOVERY(AMERICA CANYON),HIGHWAY_1_N003
HMLTBR_6_UNITS,HAMILTON BRANCH PH (AGGREGATE),HAMILBR_7_N002
HOLSTR_1_SOLAR,San Benito Smart Park,HOLLISTR_7_N001
HOLSTR_1_SOLAR2,Hollister Solar,HOLLISTR_7_N004
HUMBPP_1_UNITS3,Humboldt Bay Generating Station 3,HMBUNIT3_7_GN010
HUMBSB_1_QF,SMALL QF AGGREGATION - TRINITY,HMBLDTB_1_N08
HURON_6_SOLAR,Huron Solar Station,HURONGEN_7_ND002
IBMCTL_1_UNIT 1,IBM Cottle,IBM-CTLE_1_N002
IGNACO_1_QF,SMALL QF AGGREGATION - VALLEJO/DINSMORE,IGNACIO_1_N028
INDVLY_1_UNITS,Indian Valley Hydro,INDIANV_7_B1
INSKIP_2_UNIT,INSKIP HYDRO,INSKIP_7_B1
INTTRB_6_UNIT,Intl Wind Turb Research (Dinosaur Point),INTLTUR_6_B1
