resource_name,lat,long,stress
PANAERO_1_N001,33.97,-116.67,61.506557028
PARADISX_6_N004,32.7044501272327,-117.049814304424,141.715946422
PEARBLSM_2_N020,34.508884,-117.918408,3366.04984267
PEARBMAP_7_B1,34.5088839999509,-117.918298254125,3116.41789266
PEARBMAP_7_B3,34.5087935651407,-117.918298254244,3145.83479489
PEARBMAP_7_B4,34.508729618118,-117.918375856237,3458.63914058
PEARBMBP_7_B1,34.5087143253933,-117.918484021399,3418.69217889
PEARBMBP_7_B3,34.5087456476244,-117.918586974343,3228.2197891
PEARBMBP_7_B4,34.5088116034329,-117.918662059522,3465.81630803
PEARBMCP_7_B1,34.5088970721631,-117.918697926647,3244.07463869
PEARBMCP_7_B3,34.5089873719113,-117.918691930944,2897.7663646
PEARBMDP_7_B1,34.5090700927857,-117.9186475793,2462.61805731
PENDLETN_6_N001,33.3092529129051,-117.33497847904,833.082217587
PENDLETN_6_N004,33.3092529129051,-117.33508571762,829.315725215
PERMNNTE_6_N002,34.355793,-116.855947,49.9869005145
PICO_1_N001,33.4567634236565,-117.589193035295,798.482342847
PICO_1_N004,33.4567634236565,-117.589300569571,795.781274586
PITCHGEN_7_B1,34.42221,-118.572276,2867.43674916
PLOALTO_1_N001,33.3559399867961,-117.111988561645,2286.11343993
PLOALTO_1_N007,33.3558503386022,-117.112095889982,2321.97728323
PLOALTO_1_N013,33.3559399867961,-117.112203218319,2351.10136558
PLOALTO_1_N019,33.3560296350824,-117.112095889982,2351.45589772
POINTLMA_6_N001,32.7415573695428,-117.233257935211,1187.20401515
POINTLMA_6_N013,32.7413782021428,-117.233257935425,1506.95989435
POINTLMA_6_N014,32.7413782021428,-117.233470945831,1349.71536288
POINTLMA_6_N021,32.7415573695428,-117.233470946045,1160.55566135
POMERADO_6_N001,32.9414825269065,-117.032882493181,1877.78851801
POMERADO_6_N004,32.941401947922,-117.032827058497,1721.65667065
POMERADO_6_N008,32.941401947922,-117.032937927865,1636.21539592
POWAY_6_N001,32.9787232073836,-117.031303230698,1059.4912787
POWAY_6_N010,32.9787232073836,-117.031409957722,1055.3685564
PRCTRVLY_1_N001,32.665043750619,-116.986747970411,1098.60460408
PRCTRVLY_1_N010,32.665043750619,-116.986854428643,1107.43912556
RAMCOOY_7_B1,32.5953641923712,-117.057679828435,3121.62135256
RAMNGEN_7_N003,33.014809,-116.87543,105.304747316
RCARMEL_6_N001,32.993783875115,-117.077744636745,1870.20155759
RCARMEL_6_N004,32.9937032977604,-117.077689170353,1687.77529434
RCARMEL_6_N011,32.9937032977604,-117.077800103137,1607.58247596
REDON5G_7_B1,33.8526520558432,-118.393677560712,1062.86860821
REDON6G_7_B1,33.8524719440618,-118.393677560941,1170.64478726
REDON7G_7_B1,33.8524719440618,-118.393894439059,1104.619982
REDON8G_7_B1,33.8526520558432,-118.393894439288,1057.08067194
RENWIND_1_N001,33.91,-116.67,66.8108253396
RERCU1_7_B1,34.0220721203598,-117.331909,1289.41564271
RERCU2_7_B1,34.0219909398071,-117.331852450395,1601.4291391
RINCON_1_N001,33.2859678817734,-116.958522683828,1175.10878685
RINCON_1_N003,33.2857886638525,-116.958522684048,1231.15235402
RINCON_6_N001,33.2857886638525,-116.958737074038,1457.34651698
RINCON_6_N008,33.2859678817734,-116.958737074258,1245.37787225
RIOHONDO_6_N001,34.1061061584904,-117.97947,1442.03638845
RIOHONDO_6_N004,34.1060249207417,-117.979413354407,1672.82716785
RIOHONDO_6_N007,34.1060249207417,-117.979526645593,1518.38067818
RIVRSIDE_6_N001,34.0219909398071,-117.331965549605,1288.25010919
ROADWAY_1_N001,34.590373,-117.431752,42.0034173437
ROCKET_1_N001,34.933939,-117.692217,33.9244970513
ROSECYN_6_N001,32.844598051659,-117.236988309011,1777.63181976
ROSECYN_6_N017,32.8445174579879,-117.236932924827,1987.75554918
ROSE_6_N001,32.8445174579879,-117.237043693195,1863.82320692
RSNTAFE_6_N001,33.0143150065569,-117.198557132622,1747.15604302
RSNTAFE_6_N008,33.0142344286248,-117.198501652921,1993.61733621
RSNTAFE_6_N009,33.0142344286248,-117.198612612323,1803.13319695
SAMPSON_6_N010,32.6943671509163,-117.142449697272,173.265580521
SANBRDNO_6_GN002,34.077407899988,-117.201738423769,917.000051135
SANBRDNO_6_GN003,34.077407899988,-117.201847376231,915.142175979
SANBRDNO_6_GN005,34.055569,-117.182538,63.8443593645
SANBRDNO_6_N014,34.075894,-117.241404,130.631524383
SANLUSRY_6_N101,33.2115327618914,-117.334427440515,832.161158453
SANLUSRY_6_N201,33.2115327618914,-117.334534504258,827.973987042
SANMATEO_1_N009,33.4094719532149,-117.590640642746,88.9967100837
SANMRCOS_6_N001,33.1288517056373,-117.197222289891,2933.26383179
SANMRCOS_6_N007,33.1287741543466,-117.197168824608,3066.49717165
SANMRCOS_6_N011,33.1286966031245,-117.197222289985,3460.52194499
SANMRCOS_6_N012,33.1286966031245,-117.197329220551,3186.78279148
SANTARO_1_N001,33.784616994465,-116.410259720788,932.817359096
SANTARO_1_N014,33.7844370054405,-116.410259721016,1202.88829297
SANTARO_1_N017,33.7844370054405,-116.410476278984,1040.31835073
SANTARO_1_N021,33.784616994465,-116.410476279212,901.108813728
SANTEE_1_N001,32.8545839072758,-116.968343611807,2078.97647155
SANTEE_1_N003,32.8545033158089,-116.968288222905,1863.92025947
SANTEE_1_N004,32.8545033158089,-116.968399000709,1809.23128009
SANTYSBL_6_N001,33.1104929758439,-116.671103541797,75.2482074814
SANWIND_1_N001,33.91,-116.63,73.9509990159
SANYSDRO_6_N001,32.5622379974169,-117.026417824838,1102.54539043
SANYSDRO_6_N004,32.5622379974169,-117.026524235762,1110.20331259
SANYSDRO_6_N013,32.545004,-117.069583,102.861451033
SAUGUS_6_N001,34.4222099999511,-118.572166385451,1959.68337702
SAUGUS_6_N008,34.4221195795684,-118.572276,2007.31743861
SAUGUS_6_N009,34.4222099999511,-118.572385614549,2179.18692293
SAUGUS_6_N010,34.4223004204315,-118.572276,1943.40277083
SAUGUS_6_N012,34.42,-118.57,139.386449027
SCRIPPS_6_N001,32.9111984305322,-117.112588654294,1757.3808635
SCRIPPS_6_N008,32.9111178485735,-117.112533236536,1710.11868042
SCRIPPS_6_N013,32.9111178485735,-117.112644072052,1991.76691269
SEAWIND_1_B1,33.94,-116.73,64.121381169
SEGS1G_7_B1,34.8594659999876,-116.865469058161,893.323939636
SEGS2G_7_B1,34.858327,-116.843514,79.4561684104
SERRFGEN_7_B1,33.8188730130202,-118.222760265289,2384.51006092
SHADOWR_1_N001,33.1415402694288,-117.238793382149,1798.39616218
SHADOWR_1_N006,33.1414596727579,-117.238737809229,2063.75878345
SHADOWR_1_N008,33.1414596727579,-117.238848955069,1848.07580298
SIMPSON_7_B1,33.9984700995011,-117.679032388322,2726.20972281
SNTAMRA_1_N001,33.1287741543466,-117.197382685928,3415.21890889
SNTAMRA_1_N005,33.1288517056373,-117.197329220645,3015.84090997
SONOFR2_7_B1,33.3697817940623,-117.55433,1546.1235205
SONOFR3_7_B1,33.3693234017109,-117.553506498323,438.302117849
SONOFRE_2_N001,33.3697011029564,-117.554274216432,1688.54105414
SONOFRE_2_N067,33.3697011029564,-117.554385783568,1524.6083332
SOUTHBAS_1_N001,34.881503,-117.892023,36.9296115106
SPRNGVLY_6_N001,32.7390344704344,-117.002646796416,898.59889194
SPRNGVLY_6_N010,32.7390344704344,-117.002753300058,894.582248208
STREAMVW_6_N001,32.7456052365394,-117.078645110084,1214.23909842
STREAMVW_6_N007,32.7456052365394,-117.078751618258,1207.84296556
STUART_6_N001,33.2567008918305,-117.416546888978,90.5776792808
SUNGEN_1_B1,34.9900879999876,-117.542709097513,767.904580585
SWEETWTR_6_N017,32.658117643008,-117.09168659346,919.090616348
SWEETWTR_6_N018,32.658117643008,-117.091793047952,913.927783789
TAMARISK_1_N001,33.817316,-116.454898,64.7009071875
TAP801_1_N001,34.109614,-116.411837,44.0600108674
TAP807_1_N001,34.0,-116.5,55.9389739268
TELECYN_1_N001,32.6379180409646,-117.016069775167,2140.79583699
TELECYN_1_N006,32.6378373684509,-117.016014465241,1875.21848528
TELECYN_1_N014,32.6378373684509,-117.016125085093,1851.76111086
TERAWND_1_N001,34.03,-116.53,57.2672312947
THORNHIL_1_N001,33.833699,-116.524642,67.9972568895
TOREYPNS_6_N001,32.8987794518457,-117.239878412309,1288.16910612
TOREYPNS_6_N007,32.8986003771813,-117.239878412525,1617.70248297
TOREYPNS_6_N008,32.8986003771813,-117.240091689797,1385.25876156
TOREYPNS_6_N009,32.8987794518457,-117.240091690013,1240.70076476
TORTILLA_1_N001,34.8745469999876,-117.064635936582,859.738620222
TORTILLA_1_N007,34.8745469999876,-117.064746063418,859.488365016
TOT108_2_N006,34.921148,-118.413537,45.0480746212
TOT135G1_7_N001,34.00672,-117.943192,3169.49200027
TOT135G2_7_N001,34.0067199999521,-117.943083204625,2166.5472695
TOT135G3_7_N001,34.0066298116826,-117.943192,2247.5056594
TOT135G4_7_N001,34.0067199999521,-117.943300795375,2256.74161935
TOT135G5_7_N001,34.0068101883174,-117.943192,2260.36948292
TOT148A_7_N001,34.891462,-118.432579,37.7696947809
TOT427A_7_N001,34.703767,-118.3018,39.2900823497
TRABUCO_1_N001,33.5630770251464,-117.673245272498,1058.25002355
TRABUCO_1_N005,33.5628974267391,-117.673245272722,1142.01213345
TRABUCO_1_N009,33.5628974267391,-117.673460804754,1378.67974574
TRABUCO_1_N013,33.5630770251464,-117.673460804978,1096.23939106
TRANWND_1_N001,33.9,-116.7,63.5188956194
TWILGHTL_7_N001,34.9030999999876,-118.251455072836,598.266089967
UCM_6_N001,32.8836842973162,-117.22242422234,2036.16509139
UCM_6_N002,32.8836037113747,-117.222368819056,2013.37580371
UCM_6_N006,32.8836037113747,-117.222479625624,2325.10434428
UCM_6_N110,32.882113,-117.223019,365.75436737
URBAN_6_N001,32.7133080320088,-117.151402421692,1210.50064823
URBAN_6_N005,32.7133080320088,-117.151508908386,1222.25923328
VALCNTR_6_N001,33.2306826626946,-117.018401204497,102.849038372
VALLEYSC_1_N001,33.7384339526205,-117.156323829434,1120.63206187
VALLEYSC_1_N013,33.7382540472851,-117.156323829661,1098.03084161
VALLEYSC_1_N014,33.7382540472851,-117.156540170339,1152.73494156
VALLEYSC_1_N025,33.830083,-117.217274,62.1992743484
VALLEYSC_1_N107,33.7384339526205,-117.156540170565,1100.3798086
VENWIND_1_N101,33.96,-116.63,70.5974005518
VICTOR_7_N002,34.512456,-117.477102,43.3731333728
VIEJOSC_2_N004,33.667333997473,-117.642727003733,75.2500191852
VILLAPK_2_N028,33.815674,-117.834504,82.5683978682
VINCENT_2_N100,34.4882339999878,-118.117704141991,839.145862618
VINCENT_2_N101,34.4882339999878,-118.117813858009,840.813536981
VLYCGEN_7_N002,33.2320629999885,-117.002231450532,757.61552685
VLYCGEN_7_N003,33.2320629999885,-117.002338549468,756.131485388
VSTA_1_GN001,34.041253,-117.320727,3079.6649695
VSTA_1_N001,34.041252999952,-117.320618127237,2118.62892766
VSTA_1_N018,34.0411627842463,-117.320727,2197.94319299
VSTA_6_N001,34.041252999952,-117.320835872763,2150.55582835
VSTA_6_N008,34.0413432157535,-117.320727,2167.95674703
WALNUT_6_N001,34.0084038102003,-117.949660200738,1071.85022947
WALNUT_6_N007,34.0084038102003,-117.949877799262,1245.38384295
WALNUT_6_N008,34.0085841897038,-117.949877799493,1159.3268591
WALNUT_6_N011,33.9305936,-117.8864278,79.5465478504
WARENCYN_6_N001,33.0154550486923,-117.002268790566,1026.51541476
WARENCYN_6_N002,33.0154550486923,-117.00237556285,1024.22271319
WARNERS_6_N001,33.2471861737567,-116.67594202906,69.2637501673
WHITEWTR_7_B1,33.932426,-116.612,86.7158033348
WINTEC6_7_N001,33.9103772069226,-116.545492474224,1151.49549813
