resource_name,lat,long,stress
CREELMAN_6_N004,33.0180778225379,-116.85297089234,1888.28338997
CREELMAN_6_N014,33.0180778225379,-116.853081856832,1676.0895709
CRESTWD_6_N001,32.6990242437473,-116.353733612963,641.772009067
CRSTNTS_6_N001,33.4633751069653,-117.570491005134,87.5410316622
CTRPKGEN_7_B1,33.9260506,-118.1060665,135.70101919
DAWNLS_7_N001,34.9030999999876,-118.251344927164,597.162771934
DELAMO_2_N001,33.8483630312486,-118.096994,1657.89490679
DELAMO_2_N014,33.8482819843628,-118.096937658559,1462.6806569
DELAMO_2_N022,33.8482819843628,-118.097050341441,1607.32060809
DELAMO_2_N050,33.911933,-118.052003,82.5488519759
DELMAR_6_N010,32.980790000673,-117.255359755148,954.440171612
DELMAR_6_N011,32.980790000673,-117.25546648464,963.403018526
DESCANSO_6_N001,32.8652400045224,-116.633752384971,73.0946216839
DEVERS_1_N081,33.9245,-116.5307,77.3592031977
DEVERS_1_N103,34.191656,-116.09052,33.9650871236
DIVISION_6_N001,32.6816496214196,-117.120086777362,1879.40259332
DIVISION_6_N009,32.6815689705786,-117.120031455235,1714.83972433
DUNHILL_6_N001,32.9015432075129,-117.229957589182,221.214240269
DVLCYN1G_7_B1,34.25,-117.29,56.9134606354
DVLCYN2G_7_B1,34.26,-117.31,54.3668343878
DVLCYN3G_7_B1,34.19,-117.33,68.4979263898
DVLCYN4G_7_B1,34.19,-117.32,67.7828398173
EASTGATE_6_N004,32.8850168708544,-117.200894044988,1775.57378489
EASTGATE_6_N101,32.8849362851338,-117.200838641023,1934.2845146
EASTGATE_6_N201,32.8849362851338,-117.200949448954,1979.90105354
EDMON1AP_7_N001,34.986313,-118.738787,3417.06381652
EDMON2AP_7_N001,34.9863129999503,-118.738676806883,3491.97829005
EDMON3AP_7_N001,34.986222719937,-118.738676807004,3719.92840575
EDMON3AP_7_N002,34.986158882373,-118.738754725244,3236.52234951
EDMON4AP_7_N001,34.9861436158245,-118.738863331203,3610.1005609
EDMON4AP_7_N002,34.9861748844397,-118.738966703704,3759.26289334
EDMON5AP_7_N001,34.9862407273497,-118.739042094876,3312.98412786
EDMON5AP_7_N002,34.986326049782,-118.739078108173,3651.32409344
EDMON6AP_7_N001,34.9864161949646,-118.73907208804,3764.3802311
EDMON6AP_7_N002,34.9864987742474,-118.739027555656,3285.3638304
EDMON7AP_7_N001,34.9865644690946,-118.738951972,3527.76421474
EDMON7AP_7_N002,34.9866072103223,-118.738854910089,3594.01079549
EDMON8AP_7_N001,34.9866239857598,-118.738746635625,2910.76462922
EDMON8AP_7_N002,34.9866144391978,-118.738637059907,2546.21070465
EDMONSTN_2_N023,34.943887,-118.824836,35.3864327286
EDWARDS_1_N001,34.991871,-117.890005,31.2354549699
EISENHOW_1_N001,33.830599,-116.497612,69.0667783999
ELCAJNEG_7_GN001,32.7968087,-116.9710342,318.064834978
ELCAJNGT_7_B3,32.7952832123311,-116.972287277255,1334.24817222
ELCAJNGT_7_N001,32.7952832123311,-116.972500367625,1354.29465415
ELCAJNGT_7_N004,32.7954623384819,-116.97250036784,1557.6353371
ELLIOTT_6_N001,32.815859912008,-117.088401192348,948.077955921
ELLIOTT_6_N004,32.815859912008,-117.088507754382,958.089441603
ELLIS_6_N003,33.685278,-117.942778,429.127426087
ELLIS_6_N006,33.6471552,-117.9795457,327.187331863
ELLIS_6_N105,33.685125995686,-117.943595998576,399.485189131
ELLSGTY_1_N001,33.685294,-117.943088,505.643429552
ELNIDO_1_N001,33.8962439999881,-118.372714729297,969.428056448
ELNIDO_2_N012,33.8962439999881,-118.372823270703,958.844681445
ELSEG3G_7_B1,33.9084779999881,-118.423044715049,790.167015378
ELSEG4G_7_B1,33.9084779999881,-118.423153284951,784.269031803
ENCINA1_7_B1,33.1370224816354,-117.33537411373,3473.78737484
ENCINA2_7_B1,33.1370224815897,-117.335267170452,3454.15075613
ENCINA3_7_B1,33.1369329309604,-117.335267170562,3452.93125677
ENCINA4_7_B1,33.136869609145,-117.335342790824,3740.6145023
ENCINA5_7_B1,33.1368544659383,-117.335448193768,3858.86172128
ENCINAGT_7_B11,33.1368854819383,-117.335548517594,3467.62588776
ENCINA_1_N001,33.1369507929049,-117.335621685308,3465.82523889
ENCINA_1_N049,33.1370354260122,-117.335656636473,2811.33922813
ENCNITAS_6_N001,33.0506850745147,-117.285324579817,1772.15643793
ENCNITAS_6_N004,33.0506044938776,-117.28526907535,1937.28437471
ENCNITAS_6_N011,33.0506044938776,-117.285380084284,1963.0785779
ESCNDIDO_6_N001,33.1254350175409,-117.116856611111,2137.83514994
ESCNDIDO_6_N046,33.1255245651575,-117.11696353684,2544.87853083
ESCNDIDO_6_N053,33.1256141128654,-117.116856611111,2216.49071133
ESCO_6_N001,33.1157702522049,-117.08911930535,1306.85707261
ESCO_6_N004,33.1156896614108,-117.089063752791,1556.27548455
ETIWANDA_2_N006,34.088145,-117.525582,6232.07437285
ETIWANDA_6_GN001,34.075283,-117.517116,160.603560033
ETIWANDA_6_GN003,34.08066,-117.520693,196.301345833
ETIWANDA_6_N001,34.088291,-117.525683,5573.310778
ETIWANDA_6_N003,34.0881449999519,-117.525473024156,4506.91076663
ETIWANDA_6_N004,34.0882909999518,-117.525574023839,5164.46792318
ETIWANDA_6_N006,34.0882007486795,-117.525683,6490.01804106
ETIWANDA_6_N007,34.0882909999518,-117.525791976161,3881.5249681
ETIWANDA_6_N008,34.0883812513205,-117.525683,3862.39177772
ETIWANDA_6_N011,34.078727099988,-117.516684922329,602.510005624
ETIWANDA_6_N015,34.128745,-117.423003,64.6797075964
ETIWANDA_6_N016,34.070765,-117.512555,127.643249784
ETIWANDA_6_N018,34.078727099988,-117.516793877671,604.439344191
ETIWANDA_6_N019,34.050999999988,-117.590054447195,556.095646584
ETWPKGEN_7_B1,34.0880668401443,-117.525527512128,4395.89753723
FARREL_1_N001,33.8565439999881,-116.496867775741,761.589190548
FARREL_1_N002,33.8565439999881,-116.496976224259,759.178694257
FELICITA_6_N001,33.0932636543618,-117.073636526782,1725.40071098
FELICITA_6_N005,33.0931830678449,-117.073580991396,1720.96772204
FELICITA_6_N009,33.0931830678449,-117.073692062168,1554.60192938
FENTON_6_N001,32.8950005107954,-117.156266274428,198.844018147
FRIARS_1_N001,32.7790446989091,-117.156756914409,1221.5468619
FRIARS_1_N009,32.7790446989091,-117.156863446975,1215.62858808
F_6_N001,32.7549725611856,-117.12602704404,1994.80042873
F_6_N002,32.7548919408754,-117.125971697372,2021.2086454
F_6_N005,32.7548919408754,-117.126082390708,1814.276124
GALE_1_N001,34.8594659999876,-116.865358941839,878.167858828
GARFIELD_6_N001,32.7951245413687,-116.996847530976,168.398595243
GARNET_1_N106,33.9386610561149,-116.576389680106,2465.83077466
GARNET_7_N001,33.9385829999523,-116.576335360312,2707.20869176
GARNET_7_N003,33.9385049438612,-116.576389680206,2702.24207781
GARNET_7_N006,33.9385049438612,-116.576498319794,2456.56101488
GARNET_7_N008,33.9385829999523,-116.576552639688,2708.67618275
GARNET_7_N009,33.9386610561149,-116.576498319894,2716.55034311
GENESEE_6_N001,32.8797405075571,-117.213382573863,1240.92814775
GENESEE_6_N005,32.8795614262114,-117.213382574078,1504.26439296
GENESEE_6_N011,32.8795614262114,-117.213595813482,1500.83535237
GENESEE_6_N015,32.8797405075571,-117.213595813697,1237.78192759
GLENCLIF_6_N001,32.7983668121425,-116.498315090362,62.1085428504
GLNARMC1_7_B1,34.1252266999519,-118.152100744501,2154.66060397
GLNARMC2_7_B1,34.1251364223956,-118.1522098,2093.61632587
GLNARMC3_7_B1,34.1252266999519,-118.152318855499,2066.23397753
GLNARMC4_7_B1,34.1253169776045,-118.1522098,2180.0694618
GOALLINE_6_N001,33.1156896614108,-117.089174857909,1314.81148003
GORMAN_6_N001,34.8014,-118.818908,33.0991791738
GOULD_2_N001,34.2214579999879,-118.187017373388,720.917104401
GOULD_2_N007,34.2214579999879,-118.187126626612,717.827503321
GRANITE_6_N001,32.8044731484462,-116.920860063004,3733.69181707
GRANITE_6_N007,32.8044731484011,-116.920753510382,2761.56678548
GRANITE_6_N008,32.8043835883772,-116.920860063004,2659.30887873
GRANITE_6_N009,32.8044731484011,-116.920966615626,2568.05576439
GRNTHLL_1_N001,32.8045627085151,-116.920860063004,2988.4258335
HARBORG_7_B2,33.7700899812955,-118.249891754992,914.471808726
HARBORG_7_B3,33.7699100186101,-118.24989175522,1143.98376501
HARBORG_7_B4,33.7699100186101,-118.25010824478,1115.89381194
HARBORG_7_N101,33.7700899812955,-118.250108245008,912.021339337
HIDESERT_2_N001,34.145263999988,-116.185861451107,829.811723894
HIDESERT_2_N018,34.145263999988,-116.185970548893,829.254568823
HILLGEN_7_B1,34.0085841897038,-117.949660200507,1089.29489835
HINSON_6_N001,33.8188599999526,-118.222365640058,3074.72536763
HORNO_6_N001,33.378276535051,-117.457334398183,84.8384197609
HUNT1G_7_B1,33.646104,-117.977642,2907.67993311
HUNT1G_7_N002,33.6461039999531,-117.977534044599,3110.8521312
HUNT2G_7_B1,33.6460141297078,-117.977534044712,3512.50792749
HUNT2G_7_N002,33.6459505818908,-117.977610380651,3112.45051451
HUNT3G_7_B1,33.6459353846359,-117.977716781136,3471.77459593
HUNT3G_7_N002,33.6459665113332,-117.977818054436,3490.17003081
HUNT4G_7_B1,33.6460320553989,-117.977891914619,2868.77305558
HUNT4G_7_N002,33.6461169905694,-117.977927196572,2469.32948366
ICEGEN_7_B1,33.8805810807187,-118.175068495268,1058.97810912
IMPRLBCH_6_N001,32.5833286481952,-117.097162014136,962.612884947
IMPRLBCH_6_N004,32.5833286481952,-117.097268433394,970.251977878
INDIANW_1_N001,33.7582299999882,-116.360794891402,736.29024512
INDIANW_1_N005,33.7582299999882,-116.360903108598,733.411659818
INDIGOG1_7_B1,33.9103772069226,-116.545275325776,1233.73001897
INDIGOG2_7_B1,33.9101969929823,-116.545275326006,1076.65798354
INDIGOG3_7_B1,33.9101969929823,-116.545492473994,1041.68095471
INLANDG1_7_N002,33.7426423999882,-117.171634309725,936.083689717
INLANDG2_7_N002,33.7426423999882,-117.171742490275,935.666547133
JAMACHA_6_N001,32.7441635247301,-116.957239447247,1752.87821634
JAMACHA_6_N006,32.7440829003969,-116.957184104533,1937.3286799
JAMACHA_6_N015,32.7440829003969,-116.957294789961,1926.38821433
JAPMESA_6_N001,33.3743403645446,-117.554644308423,951.787892025
JAPMESA_6_N007,33.3743403645446,-117.554751673159,967.732188645
JOHANNA_2_N001,33.713623958185,-117.852576,1708.9449605
JOHANNA_2_N007,33.7135430208947,-117.852519823191,1554.05269993
JOHANNA_2_N013,33.7135430208947,-117.852632176809,1742.79006341
KEARNEY_7_N001,32.832850233792,-117.131998548713,1016.27771864
KEARNEY_7_N003,32.832850233792,-117.132105125293,1009.27602838
KETTNER_6_N001,32.7331719883679,-117.173720801291,1212.65959756
KETTNER_6_N004,32.7331719883679,-117.173827300959,1203.4655469
KRAMER_1_N001,34.9900879999876,-117.542598902487,765.381089903
KUMEYAAY_7_N001,32.6990242437473,-116.353840090787,641.619221916
KYOCERA_6_N001,32.8197761744761,-117.140361886933,191.609612032
LAFRESA_6_N001,33.8697910427317,-118.33319,1463.91155946
LAFRESA_6_N003,33.8697099786213,-118.333133632443,1637.61963215
LAFRESA_6_N007,33.8697099786213,-118.333246367557,1588.99501837
LAGNANL_1_N001,33.494980856661,-117.702958414545,1012.37699096
LAGNANL_1_N002,33.4948013672403,-117.702958414768,1266.81905321
LAGNANL_1_N005,33.4948013672403,-117.703173646444,1206.66443535
LAGNANL_1_N006,33.494980856661,-117.703173646667,999.174327989
LAGUBELL_6_N001,33.9759960978231,-118.14794,1637.81793965
LAGUBELL_6_N005,33.9759149510755,-118.147883504595,1579.96874755
LAGUBELL_6_N210,33.9759149510755,-118.147996495405,1451.02169889
LAJOLLA_6_N001,32.840122335145,-117.275176935073,1079.90957195
LAJOLLA_6_N007,32.840122335145,-117.275283518065,1075.94273932
LASPLGS_6_N001,33.3128847972441,-117.46694200021,1018.36893634
LASPULGS_6_N001,33.3128847972441,-117.467049245634,1019.56713802
LBEACH1G_7_N001,33.8187699743707,-118.222365640172,3241.10883315
LBEACH2G_7_N001,33.8187063167147,-118.222442262165,3049.09461796
LBEACH2G_7_N002,33.818691093192,-118.222549061362,3495.16435614
LBEACH3G_7_N001,33.8187222736894,-118.222650714163,3204.1533575
LBEACH4G_7_N001,33.8187879310439,-118.222724851122,2782.14898694
LCIENEGA_6_N001,34.000751,-118.378408,57.4601556235
LILAC_6_N001,33.2532593016462,-117.085803072872,826.037975752
LILAC_6_N010,33.2532593016462,-117.085910209018,824.069596068
LITEHIPE_6_N001,33.8804009191861,-118.175068495497,1240.4562315
LITEHIPE_6_N006,33.8804009191861,-118.175285504503,1041.03699234
LITEHIPE_6_N008,33.8805810807187,-118.175285504732,1047.74052178
LITTLERK_6_N016,34.616705,-117.915777,44.9908856136
LOSCCHS_6_N001,32.8598537147954,-116.899156291061,1349.18899461
LOSCOCHS_6_N001,32.8596746251016,-116.899156291276,1338.07982793
LOSCOCHS_6_N033,32.8596746251016,-116.899369492798,1487.32420593
LOSCOCHS_6_N034,32.8598537147954,-116.899369493013,1326.66422443
LOVELAND_6_N001,32.7969568095126,-116.792257875034,91.3208200801
MARGARTA_1_N001,33.5500757828434,-117.627986455853,1132.85831421
MARGARTA_1_N002,33.5498962058363,-117.627986456077,1286.45112704
MARGARTA_1_N008,33.5498962058363,-117.628201929993,1177.27060862
MARGARTA_1_N009,33.5500757828434,-117.628201930217,1114.1550251
MELROSE_6_N001,33.2065610287943,-117.252855282817,1092.65692883
MELROSE_6_N004,33.2063818821004,-117.252855283036,1167.35343683
MELROSE_6_N005,33.2063818821004,-117.253069393212,1360.72555933
MELROSE_6_N009,33.2065610287943,-117.253069393431,1127.06234899
MESACAL_6_N001,34.037454,-118.109265,92.2410789093
MESACAL_6_N004,34.035509,-118.111185,96.9099371304
MESAHGTS_6_N001,32.8296285055661,-117.157262738564,1984.04271354
MESAHGTS_6_N007,32.8295479082992,-117.157207361247,1847.98417661
MESAHGTS_6_N011,32.8295479082992,-117.157318115881,2084.32493147
MESARIM_6_N001,32.904987827336,-117.172947083499,1220.03583534
MESARIM_6_N007,32.9048087545714,-117.172947083714,1303.13192001
MESARIM_6_N008,32.9048087545714,-117.173160373676,1510.63875631
MESARIM_6_N012,32.904987827336,-117.173160373891,1255.02921599
MHVSPHN_1_N101,34.307807,-117.323089,49.5984263302
MIRALOMA_6_N001,34.0043711862933,-117.565067210018,1140.53887803
MIRALOMA_6_N002,34.004190813611,-117.565067210249,1059.2998277
MIRALOMA_6_N007,34.004190813611,-117.565284789751,886.901229044
MIRAMAR_6_N001,32.8940826832235,-117.135529242507,1267.08526601
MIRAMAR_6_N004,32.8939036070305,-117.135529242723,1428.78816708
MIRAMAR_6_N017,32.8939036070305,-117.135742510507,1317.24704786
MIRAMREF_7_B1,32.8940826832235,-117.135742510723,1272.44157019
MISSION_2_N035,32.7842697688863,-117.137472424587,3632.98801067
MISSION_6_N001,32.7841922015903,-117.137419156374,3347.91105594
MISSION_6_N031,32.7841146343619,-117.13747242468,3794.84409035
MISSION_6_N040,32.7841146343619,-117.137578961106,3537.60318424
MISSION_6_N049,32.7841922015903,-117.137632229412,3406.22890266
MISSON_1_N015,32.7842697688863,-117.137578961199,4219.95974222
MONOLITH_6_N029,34.9299999999875,-118.419944918909,678.661780072
MONOLITH_6_N101,34.9299999999875,-118.420055081091,676.532872759
MONSRATE_6_N001,33.3290812449195,-117.235415632726,1077.0736534
MONSRATE_6_N007,33.3290812449195,-117.23552290896,1074.14089985
MONTGMRY_6_N001,32.6316335209066,-117.099518057472,1057.21226652
MONTGMRY_6_N002,32.6316335209066,-117.09962449843,1069.42669044
MOORPARK_6_GN010,34.1484135,-118.7118089,37.6688776512
MOORPARK_6_N001,34.282512221983,-118.900787,1351.61459086
MOORPARK_6_N005,34.2824308889955,-118.900730169237,1536.4636982
MOORPARK_6_N006,34.2824308889955,-118.900843830763,1435.32000641
MOROHILL_6_N001,33.2521873532081,-117.300305399005,97.4736692745
MORWIND_6_N001,34.87,-118.24,38.5725427974
MRGT_6_NODE1,32.8776365,-117.1678907,189.938794807
MRLPKGEN_7_B1,34.0043711862933,-117.565284789982,910.029419695
MTNVIST3_7_B1,34.0880668401443,-117.525636487872,4874.10236237
MTNVIST3_7_N002,34.0881449999519,-117.525690975844,5745.17381122
MTNVIST4_7_B1,34.0882231598317,-117.525636487973,6988.96600119
MTNVIST4_7_N002,34.0882231598317,-117.525527512027,5625.2165903
MTVIEW_1_N001,34.0792711467805,-117.240376,1479.35603494
MTVIEW_1_N004,34.0791899265968,-117.240319384606,1388.43477476
MTVIEW_1_N005,34.0791899265968,-117.240432615394,1573.69682289
MTWND3_7_N001,33.9044454694207,-116.555808809714,101.750681738
MURRAY_6_N001,32.790877824922,-117.022933608708,1206.38804013
MURRAY_6_N004,32.7906986956366,-117.022933608923,1532.62886679
MURRAY_6_N005,32.7906986956366,-117.023146692037,1406.29215719
MURRAY_6_N015,32.790877824922,-117.023146692252,1186.16526968
NARROWS1_7_B1,33.1373023331423,-116.294377582931,1049.10994565
NARROWS1_7_N001,33.1371232317817,-116.294377583149,1098.45167125
NARROWS2_7_B1,33.1371232317817,-116.294591470071,1069.47928287
NARROWS_6_N010,33.1373023331423,-116.294591470289,1182.54205031
NATNLCTY_6_N001,32.6730516083897,-117.107265584982,992.155255656
NATNLCTY_6_N005,32.6730516083897,-117.107372047644,987.056846696
NAVSTMTR_6_N001,32.6704122363648,-117.114638300908,1258.28212626
NAVSTMTR_6_N011,32.6704122363648,-117.114744762096,1239.8795204
NCMETER_1_N001,33.0895722103241,-117.203236416196,133.646115976
NEENACH_6_N008,34.312271,-118.481634,42.9659462347
NOISLMTR_6_N004,32.7024840627053,-117.182059192526,1265.73379306
NOISLMTR_6_N009,32.7023048595752,-117.18205919274,1355.9797324
NOISLMTR_6_N015,32.7023048595752,-117.182272152292,1578.04230068
NOISLMTR_6_N101,32.7024840627053,-117.182272152506,1282.41693832
NSCOGEN_7_B1,32.6815689705786,-117.120142099489,1710.52926622
OCEANSDE_6_N001,33.1968179256963,-117.381743137932,1113.15349599
OCEANSDE_6_N002,33.1968179256963,-117.381850176974,1109.06990267
OLDTOWN_6_N001,32.7660923236067,-117.192529096406,164.985834078
OLINDA_6_N001,33.9461961378366,-117.922135342842,1029.55125725
OLINDA_6_N002,33.9460158620679,-117.922135343072,1151.11077398
OLINDA_6_N004,33.9460158620679,-117.922352656928,1074.46491947
OLINDA_6_N007,33.9461961378366,-117.922352657158,1017.20631732
OMWD_6_N001,33.0684786376579,-117.141404162115,131.559473794
OSO_6_N008,34.810278,-118.72,33.0722213999
OTAYLAKE_6_N001,32.5953641923712,-117.057573404059,3698.40141343
OTAY_6_N001,32.5952865426728,-117.057520191963,3220.15563419
OTAY_6_N014,32.595208893042,-117.057573404151,3321.41800437
OTAY_6_N017,32.595208893042,-117.057679828343,3649.92162552
OTAY_6_N018,32.5952865426728,-117.057733040531,3133.42021349
PACFCBCH_6_N001,32.7992194282168,-117.240148053753,1057.30243743
PACFCBCH_6_N004,32.7992194282168,-117.240254602123,1069.09984958
PADUA_6_N001,34.120216,-117.639076,2720.66765221
PADUA_6_N004,34.1202159999518,-117.638966955161,1903.33423296
PADUA_6_N006,34.1201257258702,-117.639076,2481.21665913
PADUA_6_N007,34.1202159999518,-117.639185044839,1914.57179541
PADUA_6_N008,34.1203062741297,-117.639076,1895.78222588
PALA_6_N001,33.3559399868423,-117.112095889982,3787.54652236
PALOMAR_1_N001,33.1228179108812,-117.287925105498,1925.08809255
PALOMAR_1_N004,33.1227373185831,-117.287869547444,1824.52280752
PALOMAR_1_N013,33.1227373185831,-117.287980663552,2097.94644278
